Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
13:20:35.542,0,is she done yet,Start,,
13:20:41.490,0,is she done yet,Insert_top1,,is 
13:20:45.884,0,is she done yet,DeletePartial,is doe,is 
13:20:46.059,0,is she done yet,DeleteFull,is ,is
13:20:49.319,0,is she done yet,DeletePartial,iseve,is
13:20:50.347,0,is she done yet,Insert,is,is 
13:20:53.596,0,is she done yet,DeletePartial,is eve,is 
13:20:54.955,0,is she done yet,Insert_top1,is ,is she 
13:20:58.908,0,is she done yet,DeletePartial,is she dome,is she 
13:21:02.660,0,is she done yet,DeletePartial,is she dome,is she 
13:21:04.394,0,is she done yet,Insert_top1,is she ,is she done 
13:21:07.104,0,is she done yet,DeletePartial,is she done ties,is she done 
13:21:07.279,0,is she done yet,DeleteFull,is she done ,is she done
13:21:08.021,0,is she done yet,Insert,is she done,is she done 
13:21:09.839,0,is she done yet,Insert_top1,is she done ,is she done yet 
13:21:09.839,0,is she done yet,End,is she done yet,is she done yet
13:21:10.340,1,are you talking to me,Start,,
13:21:11.981,1,are you talking to me,Insert_top1,,areas 
13:21:12.740,1,are you talking to me,DeleteFull,areas ,areas
13:21:13.174,1,are you talking to me,DeleteFull,areas,
13:21:13.341,1,are you talking to me,DeleteFull,,
13:21:14.983,1,are you talking to me,Insert_top1,,are 
13:21:17.092,1,are you talking to me,Insert_top1,are ,are you 
13:21:21.278,1,are you talking to me,DeletePartial,are you teaching,are you 
13:21:27.695,1,are you talking to me,Insert_top3,are you ,are you talking 
13:21:30.258,1,are you talking to me,DeletePartial,are you talking ti,are you talking 
13:21:32.885,1,are you talking to me,Insert_top1,are you talking ,are you talking to 
13:21:34.428,1,are you talking to me,Insert_top1,are you talking to ,are you talking to me 
13:21:34.428,1,are you talking to me,End,are you talking to me,are you talking to me
13:21:34.929,2,he called seven times,Start,,
13:21:36.720,2,he called seven times,Insert_top1,,he 
13:21:40.739,2,he called seven times,Insert_top1,he ,he called 
13:21:43.866,2,he called seven times,Insert_top1,he called ,he called seven 
13:21:48.226,2,he called seven times,Insert_top1,he called seven ,he called seven times 
13:21:48.228,2,he called seven times,End,he called seven times,he called seven times
13:21:48.728,3,frequently asked questions,Start,,
13:21:57.790,3,frequently asked questions,DeletePartial,regularly,
13:22:03.560,3,frequently asked questions,DeletePartial,efficiently,
13:22:07.020,3,frequently asked questions,DeletePartial,friday,
13:22:07.195,3,frequently asked questions,DeleteFull,,
13:22:13.799,3,frequently asked questions,DeletePartial,frequency,
13:22:22.186,3,frequently asked questions,Insert_top1,,frequently 
13:22:24.280,3,frequently asked questions,Insert_top1,frequently ,frequently asked 
13:22:28.473,3,frequently asked questions,Insert_top1,frequently asked ,frequently asked questions 
13:22:28.474,3,frequently asked questions,End,frequently asked questions,frequently asked questions
13:22:28.975,4,want to join us for lunch,Start,,
13:22:31.675,4,want to join us for lunch,Insert_top1,,want 
13:22:33.151,4,want to join us for lunch,Insert_top1,want ,want to 
13:22:35.486,4,want to join us for lunch,Insert_top1,want to ,want to joan 
13:22:36.778,4,want to join us for lunch,DeleteFull,want to joan ,want to joan
13:22:37.278,4,want to join us for lunch,DeleteFull,want to joan,want to 
13:22:41.356,4,want to join us for lunch,DeletePartial,want to joan,want to 
13:22:43.081,4,want to join us for lunch,Insert_top1,want to ,want to join 
13:22:44.507,4,want to join us for lunch,Insert_top1,want to join ,want to join for 
13:22:47.509,4,want to join us for lunch,Insert_top1,want to join for ,want to join for lunch 
13:22:55.230,4,want to join us for lunch,DeleteFull,want to join for lunch ,want to join for lunch
13:22:55.638,4,want to join us for lunch,DeleteFull,want to join for lunch,want to join for 
13:22:56.047,4,want to join us for lunch,DeleteFull,want to join for ,want to join for
13:22:58.090,4,want to join us for lunch,DeleteFull,want to join for,want to join 
13:22:59.307,4,want to join us for lunch,Insert_top1,want to join ,want to join us 
13:23:00.641,4,want to join us for lunch,Insert_top1,want to join us ,want to join us for 
13:23:03.159,4,want to join us for lunch,DeletePartial,want to join us for luch,want to join us for 
13:23:05.644,4,want to join us for lunch,Insert_top1,want to join us for ,want to join us for lunch 
13:23:05.645,4,want to join us for lunch,End,want to join us for lunch,want to join us for lunch
13:23:06.146,5,a quarter of a century,Start,,
13:23:07.878,5,a quarter of a century,Insert_top1,,a 
13:23:14.115,5,a quarter of a century,Insert_top1,a ,a quarter 
13:23:17.967,5,a quarter of a century,Insert_top1,a quarter ,a quarter  
13:23:18.935,5,a quarter of a century,DeleteFull,a quarter  ,a quarter 
13:23:20.002,5,a quarter of a century,Insert_top1,a quarter ,a quarter of 
13:23:26.973,5,a quarter of a century,DeletePartial,a quarter of scientist,a quarter of 
13:23:30.666,5,a quarter of a century,Insert_top1,a quarter of ,a quarter of century 
13:23:32.801,5,a quarter of a century,DeleteFull,a quarter of century ,a quarter of century
13:23:33.593,5,a quarter of a century,DeleteFull,a quarter of century,a quarter of 
13:23:34.577,5,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
13:23:38.345,5,a quarter of a century,DeletePartial,a quarter of a centuqry,a quarter of a 
13:23:42.917,5,a quarter of a century,DeletePartial,a quarter of a dee,a quarter of a 
13:23:47.361,5,a quarter of a century,DeletePartial,a quarter of a cebtury,a quarter of a 
13:23:51.981,5,a quarter of a century,Insert_top1,a quarter of a ,a quarter of a century 
13:23:51.981,5,a quarter of a century,End,a quarter of a century,a quarter of a century
13:23:52.483,6,please follow the guidelines,Start,,
13:23:55.182,6,please follow the guidelines,Insert_top1,,please 
13:23:57.475,6,please follow the guidelines,Insert_top1,please ,please follow 
13:23:59.359,6,please follow the guidelines,Insert_top1,please follow ,please follow the 
13:24:04.713,6,please follow the guidelines,Insert_top1,please follow the ,please follow the guidelines 
13:24:04.713,6,please follow the guidelines,End,please follow the guidelines,please follow the guidelines
13:24:05.214,7,the second largest country,Start,,
13:24:07.831,7,the second largest country,Insert_top1,,the 
13:24:12.317,7,the second largest country,Insert_top1,the ,the second 
13:24:14.501,7,the second largest country,Insert_top1,the second ,the second largest 
13:24:18.979,7,the second largest country,Insert_top1,the second largest ,the second largest country 
13:24:18.980,7,the second largest country,End,the second largest country,the second largest country
13:24:19.481,8,the stock exchange dipped,Start,,
13:24:22.156,8,the stock exchange dipped,Insert_top1,,the 
13:24:26.033,8,the stock exchange dipped,Insert_top1,the ,the stock 
13:24:28.618,8,the stock exchange dipped,DeletePartial,the stock expansy,the stock 
13:24:31.227,8,the stock exchange dipped,Insert_top1,the stock ,the stock exchange 
13:24:36.039,8,the stock exchange dipped,DeletePartial,the stock exchange filters,the stock exchange 
13:24:37.982,8,the stock exchange dipped,DeletePartial,the stock exchange ff,the stock exchange 
13:24:41.718,8,the stock exchange dipped,DeletePartial,the stock exchange filled,the stock exchange 
13:24:44.944,8,the stock exchange dipped,DeletePartial,the stock exchange derived,the stock exchange 
13:24:49.996,8,the stock exchange dipped,Insert_top1,the stock exchange ,the stock exchange dipped 
13:24:50.606,8,the stock exchange dipped,End,the stock exchange dipped,the stock exchange dipped
13:24:51.106,9,the capital of our nation,Start,,
13:24:52.623,9,the capital of our nation,Insert_top1,,tier 
13:24:53.607,9,the capital of our nation,DeleteFull,tier ,tier
13:24:53.765,9,the capital of our nation,DeleteFull,tier,
13:24:53.915,9,the capital of our nation,DeleteFull,,
13:24:54.065,9,the capital of our nation,DeleteFull,,
13:24:54.991,9,the capital of our nation,Insert_top1,,the 
13:25:00.886,9,the capital of our nation,DeletePartial,the capitals,the 
13:25:05.547,9,the capital of our nation,Insert_top1,the ,the capital 
13:25:08.974,9,the capital of our nation,DeletePartial,the capital ,the capital 
13:25:10.541,9,the capital of our nation,Insert_top1,the capital ,the capital of 
13:25:13.538,9,the capital of our nation,Insert_top3,the capital of ,the capital of our 
13:25:18.654,9,the capital of our nation,Insert_top1,the capital of our ,the capital of our nation 
13:25:18.655,9,the capital of our nation,End,the capital of our nation,the capital of our nation
13:25:19.156,10,zero in on the facts,Start,,
13:25:23.374,10,zero in on the facts,Insert_top1,,zero 
13:25:24.259,10,zero in on the facts,Insert_top1,zero ,zero in 
13:25:26.859,10,zero in on the facts,Insert_top1,zero in ,zero in on 
13:25:27.668,10,zero in on the facts,Insert_top1,zero in on ,zero in on the 
13:25:30.569,10,zero in on the facts,DeletePartial,zero in on the fares,zero in on the 
13:25:33.371,10,zero in on the facts,Insert_top1,zero in on the ,zero in on the facts 
13:25:33.371,10,zero in on the facts,End,zero in on the facts,zero in on the facts
13:25:33.872,11,protect your environment,Start,,
13:25:37.848,11,protect your environment,DeletePartial,prospect,
13:25:41.158,11,protect your environment,Insert_top1,,protect 
13:25:43.018,11,protect your environment,Insert_top1,protect ,protect your 
13:25:49.071,11,protect your environment,Insert_top1,protect your ,protect your envioronment 
13:25:49.072,11,protect your environment,End,protect your envioronment,protect your envioronment
13:25:49.572,12,with each step forward,Start,,
13:25:52.048,12,with each step forward,Insert_top1,,with 
13:25:54.441,12,with each step forward,Insert_top1,with ,with eac 
13:25:55.283,12,with each step forward,DeleteFull,with eac ,with eac
13:25:56.058,12,with each step forward,Insert_top1,with eac,with each 
13:25:59.944,12,with each step forward,DeletePartial,with each acer,with each 
13:26:02.746,12,with each step forward,DeletePartial,with each intro,with each 
13:26:04.763,12,with each step forward,Insert_top1,with each ,with each step 
13:26:10.134,12,with each step forward,DeletePartial,with each step footwear,with each step 
13:26:14.769,12,with each step forward,Insert_top1,with each step ,with each step forward 
13:26:14.770,12,with each step forward,End,with each step forward,with each step forward
13:26:15.270,13,communicate through email,Start,,
13:26:22.256,13,communicate through email,Insert_top1,,communicate 
13:26:26.033,13,communicate through email,Insert_top1,communicate ,communicate through 
