Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
14:18:18.878,0,companies announce a merger,Start,,
14:18:25.638,0,companies announce a merger,Insert_top1,,considers 
14:18:26.535,0,companies announce a merger,DeleteFull,considers ,considers
14:18:26.677,0,companies announce a merger,DeleteFull,considers,
14:18:27.052,0,companies announce a merger,DeleteFull,,
14:18:27.219,0,companies announce a merger,DeleteFull,,
14:18:30.980,0,companies announce a merger,Insert_top1,,companies 
14:18:36.658,0,companies announce a merger,DeletePartial,companies ecommerce,companies 
14:18:42.136,0,companies announce a merger,Insert_top1,companies ,companies announces 
14:18:43.812,0,companies announce a merger,DeleteFull,companies announces ,companies announces
14:18:44.095,0,companies announce a merger,DeleteFull,companies announces,companies 
14:18:47.464,0,companies announce a merger,Insert_top1,companies ,companies announce 
14:18:48.114,0,companies announce a merger,Insert_top1,companies announce ,companies announce a 
14:18:52.484,0,companies announce a merger,Insert_top1,companies announce a ,companies announce a merger 
14:18:53.618,0,companies announce a merger,End,companies announce a merger,companies announce a merger
14:18:54.119,1,want to join us for lunch,Start,,
14:18:58.729,1,want to join us for lunch,Insert_top1,,want 
14:19:01.964,1,want to join us for lunch,DeletePartial,want too,want 
14:19:03.698,1,want to join us for lunch,Insert_top1,want ,want t 
14:19:04.290,1,want to join us for lunch,DeleteFull,want t ,want t
14:19:04.716,1,want to join us for lunch,Insert_top1,want t,want to 
14:19:06.725,1,want to join us for lunch,Insert_top1,want to ,want to joan 
14:19:07.668,1,want to join us for lunch,DeleteFull,want to joan ,want to joan
14:19:07.817,1,want to join us for lunch,DeleteFull,want to joan,want to 
14:19:07.984,1,want to join us for lunch,DeleteFull,want to ,want to
14:19:08.951,1,want to join us for lunch,Insert,want to,want to 
14:19:11.970,1,want to join us for lunch,Insert_top1,want to ,want to joan 
14:19:12.637,1,want to join us for lunch,DeleteFull,want to joan ,want to joan
14:19:12.803,1,want to join us for lunch,DeleteFull,want to joan,want to 
14:19:16.109,1,want to join us for lunch,Insert_top3,want to ,want to join 
14:19:16.497,1,want to join us for lunch,Insert,want to join ,want to join  
14:19:18.715,1,want to join us for lunch,DeleteFull,want to join  ,want to join 
14:19:19.642,1,want to join us for lunch,DeleteFull,want to join ,want to join
14:19:20.575,1,want to join us for lunch,Insert_top1,want to join,want to joinus 
14:19:21.192,1,want to join us for lunch,DeleteFull,want to joinus ,want to joinus
14:19:21.350,1,want to join us for lunch,DeleteFull,want to joinus,want to join
14:19:21.942,1,want to join us for lunch,Insert,want to join,want to join 
14:19:22.467,1,want to join us for lunch,Insert_top1,want to join ,want to join us 
14:19:23.293,1,want to join us for lunch,Insert_top1,want to join us ,want to join us ff 
14:19:25.411,1,want to join us for lunch,DeleteFull,want to join us ff ,want to join us ff
14:19:25.744,1,want to join us for lunch,DeleteFull,want to join us ff,want to join us 
14:19:27.153,1,want to join us for lunch,Insert_top1,want to join us ,want to join us fr 
14:19:27.729,1,want to join us for lunch,DeleteFull,want to join us fr ,want to join us fr
14:19:27.871,1,want to join us for lunch,DeleteFull,want to join us fr,want to join us 
14:19:29.405,1,want to join us for lunch,Insert_top1,want to join us ,want to join us for 
14:19:32.165,1,want to join us for lunch,Insert_top1,want to join us for ,want to join us for lanka 
14:19:32.857,1,want to join us for lunch,DeleteFull,want to join us for lanka ,want to join us for lanka
14:19:33.032,1,want to join us for lunch,DeleteFull,want to join us for lanka,want to join us for 
14:19:36.575,1,want to join us for lunch,Insert_top1,want to join us for ,want to join us for lunch 
14:19:37.734,1,want to join us for lunch,DeleteFull,want to join us for lunch ,want to join us for lunch
14:19:38.252,1,want to join us for lunch,End,want to join us for lunch,want to join us for lunch
14:19:38.752,2,this person is a disaster,Start,,
14:19:40.528,2,this person is a disaster,Insert_top1,,ths 
14:19:41.353,2,this person is a disaster,DeleteFull,ths ,ths
14:19:41.486,2,this person is a disaster,DeleteFull,ths,
14:19:44.355,2,this person is a disaster,Insert_top1,,this 
14:19:53.026,2,this person is a disaster,Insert_top1,this ,this israel 
14:19:53.635,2,this person is a disaster,DeleteFull,this israel ,this israel
14:19:53.794,2,this person is a disaster,DeleteFull,this israel,this 
14:19:53.944,2,this person is a disaster,DeleteFull,this ,this
14:19:55.811,2,this person is a disaster,DeletePartial,thispwe,this
14:19:56.620,2,this person is a disaster,Insert,this,this 
14:19:59.605,2,this person is a disaster,DeletePartial,this persp,this 
14:20:01.306,2,this person is a disaster,DeleteFull,this ,this
14:20:01.890,2,this person is a disaster,Insert,this,this 
14:20:05.025,2,this person is a disaster,Insert_top1,this ,this dipest 
14:20:05.625,2,this person is a disaster,DeleteFull,this dipest ,this dipest
14:20:05.809,2,this person is a disaster,DeleteFull,this dipest,this 
14:20:10.003,2,this person is a disaster,Insert_top1,this ,this person 
14:20:11.145,2,this person is a disaster,Insert_top1,this person ,this person is 
14:20:14.139,2,this person is a disaster,DeletePartial,this person is adi,this person is 
14:20:15.123,2,this person is a disaster,Insert_top1,this person is ,this person is a 
14:20:17.290,2,this person is a disaster,DeletePartial,this person is a ds,this person is a 
14:20:18.524,2,this person is a disaster,DeletePartial,this person is a is,this person is a 
14:20:18.650,2,this person is a disaster,DeleteFull,this person is a ,this person is a
14:20:19.650,2,this person is a disaster,DeletePartial,this person is adi,this person is a
14:20:19.792,2,this person is a disaster,DeleteFull,this person is a,this person is 
14:20:20.926,2,this person is a disaster,Insert_top1,this person is ,this person is a 
14:20:23.636,2,this person is a disaster,Insert_top1,this person is a ,this person is a disagree 
14:20:24.469,2,this person is a disaster,DeleteFull,this person is a disagree ,this person is a disagree
14:20:24.620,2,this person is a disaster,DeleteFull,this person is a disagree,this person is a 
14:20:24.786,2,this person is a disaster,DeleteFull,this person is a ,this person is a
14:20:25.437,2,this person is a disaster,Insert,this person is a,this person is a 
14:20:26.613,2,this person is a disaster,DeletePartial,this person is a s,this person is a 
14:20:30.398,2,this person is a disaster,Insert_top1,this person is a ,this person is a disagree 
14:20:31.590,2,this person is a disaster,DeleteFull,this person is a disagree ,this person is a disagree
14:20:31.757,2,this person is a disaster,DeleteFull,this person is a disagree,this person is a 
14:20:31.974,2,this person is a disaster,DeleteFull,this person is a ,this person is a
14:20:32.516,2,this person is a disaster,Insert,this person is a,this person is a 
14:20:33.933,2,this person is a disaster,DeletePartial,this person is a dsa,this person is a 
14:20:37.368,2,this person is a disaster,DeletePartial,this person is a s,this person is a 
14:20:40.512,2,this person is a disaster,Insert_top1,this person is a ,this person is a disasrer 
14:20:41.112,2,this person is a disaster,DeleteFull,this person is a disasrer ,this person is a disasrer
14:20:41.262,2,this person is a disaster,DeleteFull,this person is a disasrer,this person is a 
14:20:41.404,2,this person is a disaster,DeleteFull,this person is a ,this person is a
14:20:42.163,2,this person is a disaster,Insert,this person is a,this person is a 
14:20:46.240,2,this person is a disaster,Insert_top1,this person is a ,this person is a disaster 
14:20:46.241,2,this person is a disaster,End,this person is a disaster,this person is a disaster
14:20:46.742,3,the library is closed today,Start,,
14:20:49.142,3,the library is closed today,Insert_top1,,the 
14:20:53.011,3,the library is closed today,Insert_top1,the ,the library 
14:20:54.036,3,the library is closed today,Insert_top1,the library ,the library i 
14:20:55.446,3,the library is closed today,DeleteFull,the library i ,the library i
14:20:56.429,3,the library is closed today,Insert_top1,the library i,the library is 
14:20:59.994,3,the library is closed today,Insert_top3,the library is ,the library is closed 
14:21:03.350,3,the library is closed today,Insert_top1,the library is closed ,the library is closed today 
14:21:04.301,3,the library is closed today,DeleteFull,the library is closed today ,the library is closed today
14:21:04.659,3,the library is closed today,End,the library is closed today,the library is closed today
14:21:05.160,4,is she done yet,Start,,
14:21:08.595,4,is she done yet,Insert_top1,,is 
14:21:09.370,4,is she done yet,Insert_top1,is ,is she 
14:21:12.047,4,is she done yet,DeletePartial,is she frog,is she 
14:21:13.773,4,is she done yet,DeletePartial,is she dt,is she 
14:21:16.624,4,is she done yet,DeletePartial,is she debt,is she 
14:21:19.361,4,is she done yet,DeletePartial,is she ff,is she 
14:21:22.962,4,is she done yet,DeletePartial,is she doug,is she 
14:21:26.664,4,is she done yet,DeletePartial,is she doug,is she 
14:21:29.974,4,is she done yet,Insert_top1,is she ,is she fund 
14:21:31.625,4,is she done yet,DeleteFull,is she fund ,is she fund
14:21:31.791,4,is she done yet,DeleteFull,is she fund,is she 
14:21:31.967,4,is she done yet,DeleteFull,is she ,is she
14:21:32.567,4,is she done yet,Insert,is she,is she 
14:21:36.269,4,is she done yet,DeletePartial,is she diff,is she 
14:21:39.863,4,is she done yet,DeletePartial,is she docs,is she 
14:21:43.723,4,is she done yet,DeletePartial,is she sydney,is she 
14:21:43.915,4,is she done yet,DeleteFull,is she ,is she
14:21:44.557,4,is she done yet,Insert,is she,is she 
14:21:47.317,4,is she done yet,DeletePartial,is she dumb,is she 
14:21:49.802,4,is she done yet,DeletePartial,is she ent,is she 
14:21:53.829,4,is she done yet,DeletePartial,is she duke,is she 
14:21:55.622,4,is she done yet,Insert_top1,is she ,is she dim 
14:21:56.397,4,is she done yet,DeleteFull,is she dim ,is she dim
14:21:56.555,4,is she done yet,DeleteFull,is she dim,is she 
14:21:59.524,4,is she done yet,DeletePartial,is she odn,is she 
14:21:59.691,4,is she done yet,DeleteFull,is she ,is she
14:22:01.075,4,is she done yet,Insert_top1,is she,is shebdnd 
