Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
14:39:16.035,0,zero in on the facts,Start,,
14:39:21.174,0,zero in on the facts,Insert_top1,,zero 
14:39:23.909,0,zero in on the facts,Insert_top1,zero ,zero om 
14:39:25.777,0,zero in on the facts,DeleteFull,zero om ,zero om
14:39:25.896,0,zero in on the facts,DeleteFull,zero om,zero 
14:39:26.135,0,zero in on the facts,DeleteFull,zero ,zero
14:39:28.195,0,zero in on the facts,DeletePartial,zeroin,zero
14:39:29.078,0,zero in on the facts,Insert,zero,zero 
14:39:30.037,0,zero in on the facts,Insert_top1,zero ,zero in 
14:39:31.079,0,zero in on the facts,Insert_top1,zero in ,zero in on 
14:39:34.515,0,zero in on the facts,Insert_top1,zero in on ,zero in on the 
14:39:41.119,0,zero in on the facts,Insert_top1,zero in on the ,zero in on the facts 
14:39:41.120,0,zero in on the facts,End,zero in on the facts,zero in on the facts
14:39:41.620,1,a quarter of a century,Start,,
14:39:47.513,1,a quarter of a century,DeletePartial,der,
14:39:49.698,1,a quarter of a century,Insert_top1,,a 
14:40:02.239,1,a quarter of a century,Insert_top1,a ,a quarter 
14:40:03.405,1,a quarter of a century,Insert_top1,a quarter ,a quarter of 
14:40:04.314,1,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
14:40:10.215,1,a quarter of a century,Insert_top1,a quarter of a ,a quarter of a century 
14:40:10.216,1,a quarter of a century,End,a quarter of a century,a quarter of a century
14:40:10.718,2,are you talking to me,Start,,
14:40:15.692,2,are you talking to me,DeletePartial,ate,
14:40:17.552,2,are you talking to me,Insert_top1,,are 
14:40:20.677,2,are you talking to me,Insert_top1,are ,are you 
14:40:29.331,2,are you talking to me,Insert_top1,are you ,are you talking 
14:40:30.432,2,are you talking to me,Insert_top1,are you talking ,are you talking to 
14:40:32.400,2,are you talking to me,DeletePartial,are you talking to mw,are you talking to 
14:40:34.409,2,are you talking to me,Insert_top1,are you talking to ,are you talking to me 
14:40:34.409,2,are you talking to me,End,are you talking to me,are you talking to me
14:40:34.910,3,life if but a dream,Start,,
14:40:39.754,3,life if but a dream,Insert_top1,,life 
14:40:41.321,3,life if but a dream,Insert_top1,life ,life if 
14:40:45.431,3,life if but a dream,DeletePartial,life if nut,life if 
14:40:47.416,3,life if but a dream,Insert_top1,life if ,life if but 
14:40:48.141,3,life if but a dream,Insert_top1,life if but ,life if but a 
14:40:56.112,3,life if but a dream,DeletePartial,life if but a freec,life if but a 
14:41:02.899,3,life if but a dream,Insert_top1,life if but a ,life if but a dream 
14:41:02.899,3,life if but a dream,End,life if but a dream,life if but a dream
14:41:03.400,4,please follow the guidelines,Start,,
14:41:12.204,4,please follow the guidelines,Insert_top1,,please 
14:41:22.888,4,please follow the guidelines,Insert_top3,please ,please follow 
14:41:27.163,4,please follow the guidelines,Insert_top1,please follow ,please follow the 
14:41:28.221,4,please follow the guidelines,Insert,please follow the ,please follow the  
14:41:38.477,4,please follow the guidelines,Insert_top1,please follow the  ,please follow the  guidelines 
14:41:38.478,4,please follow the guidelines,End,please follow the guidelines,please follow the guidelines
14:41:38.978,5,communicate through email,Start,,
14:41:54.528,5,communicate through email,Insert_top1,,communicate 
14:42:05.075,5,communicate through email,Insert_top1,communicate ,communicate through 
14:42:13.263,5,communicate through email,DeletePartial,communicate through emalia,communicate through 
14:42:21.710,5,communicate through email,Insert_top1,communicate through ,communicate through email 
14:42:22.802,5,communicate through email,End,communicate through email,communicate through email
14:42:23.303,6,sad to hear that news,Start,,
14:42:27.054,6,sad to hear that news,Insert_top1,,sad 
14:42:28.588,6,sad to hear that news,Insert_top1,sad ,sad to 
14:42:32.249,6,sad to hear that news,DeletePartial,sad to her,sad to 
14:42:38.072,6,sad to hear that news,Insert_top3,sad to ,sad to hear 
14:42:45.807,6,sad to hear that news,Insert_top1,sad to hear ,sad to hear that 
14:42:52.502,6,sad to hear that news,DeletePartial,sad to hear that expo,sad to hear that 
14:42:58.572,6,sad to hear that news,Insert_top1,sad to hear that ,sad to hear that news 
14:42:58.572,6,sad to hear that news,End,sad to hear that news,sad to hear that news
14:42:59.073,7,the stock exchange dipped,Start,,
14:43:03.567,7,the stock exchange dipped,Insert_top1,,the 
14:43:12.530,7,the stock exchange dipped,Insert_top1,the ,the stock 
14:43:24.470,7,the stock exchange dipped,Insert_top1,the stock ,the stock exchange 
14:43:34.625,7,the stock exchange dipped,Insert_top1,the stock exchange ,the stock exchange fitted 
14:43:35.793,7,the stock exchange dipped,DeleteFull,the stock exchange fitted ,the stock exchange fitted
14:43:35.993,7,the stock exchange dipped,DeleteFull,the stock exchange fitted,the stock exchange 
14:43:36.218,7,the stock exchange dipped,DeleteFull,the stock exchange ,the stock exchange
14:43:37.110,7,the stock exchange dipped,Insert,the stock exchange,the stock exchange 
14:43:47.275,7,the stock exchange dipped,DeletePartial,the stock exchange fitted,the stock exchange 
14:43:50.701,7,the stock exchange dipped,Insert_top1,the stock exchange ,the stock exchange dipped 
14:43:51.318,7,the stock exchange dipped,End,the stock exchange dipped,the stock exchange dipped
14:43:51.819,8,want to join us for lunch,Start,,
14:43:56.396,8,want to join us for lunch,Insert_top1,,want 
14:43:57.855,8,want to join us for lunch,Insert_top1,want ,want to 
14:44:01.207,8,want to join us for lunch,Insert_top1,want to ,want to join 
14:44:01.240,8,want to join us for lunch,Insert,want to join ,want to join  
14:44:03.150,8,want to join us for lunch,Insert_top1,want to join  ,want to join  us 
14:44:06.010,8,want to join us for lunch,Insert_top1,want to join  us ,want to join  us for 
14:44:11.279,8,want to join us for lunch,Insert_top1,want to join  us for ,want to join  us for lunch 
14:44:12.130,8,want to join us for lunch,End,want to join us for lunch,want to join us for lunch
14:44:12.631,9,just what the doctor ordered,Start,,
14:44:17.460,9,just what the doctor ordered,Insert_top3,,just 
14:44:27.243,9,just what the doctor ordered,Insert_top3,just ,just what 
14:44:32.066,9,just what the doctor ordered,Insert_top1,just what ,just what the 
14:44:40.362,9,just what the doctor ordered,Insert_top1,just what the ,just what the doctor 
14:44:48.692,9,just what the doctor ordered,Insert_top1,just what the doctor ,just what the doctor ordered 
14:44:48.693,9,just what the doctor ordered,End,just what the doctor ordered,just what the doctor ordered
14:44:49.193,10,he called seven times,Start,,
14:44:52.563,10,he called seven times,Insert_top1,,he 
14:45:01.699,10,he called seven times,Insert_top1,he ,he called 
14:45:06.727,10,he called seven times,Insert_top1,he called ,he called seven 
14:45:12.780,10,he called seven times,Insert_top1,he called seven ,he called seven times 
14:45:12.781,10,he called seven times,End,he called seven times,he called seven times
14:45:13.282,11,is she done yet,Start,,
14:45:16.316,11,is she done yet,Insert_top1,,is 
14:45:22.210,11,is she done yet,Insert_top1,is ,is sf 
14:45:22.995,11,is she done yet,DeleteFull,is sf ,is sf
14:45:23.486,11,is she done yet,DeleteFull,is sf,is 
14:45:27.047,11,is she done yet,DeletePartial,is ard,is 
14:45:28.356,11,is she done yet,Insert_top1,is ,is ahe 
14:45:28.948,11,is she done yet,DeleteFull,is ahe ,is ahe
14:45:29.115,11,is she done yet,DeleteFull,is ahe,is 
14:45:29.323,11,is she done yet,DeleteFull,is ,is
14:45:30.215,11,is she done yet,Insert,is,is 
14:45:33.317,11,is she done yet,DeletePartial,is shw,is 
14:45:34.651,11,is she done yet,DeletePartial,is e,is 
14:45:36.827,11,is she done yet,Insert_top1,is ,is she 
14:45:43.306,11,is she done yet,DeletePartial,is she dutch,is she 
14:45:47.934,11,is she done yet,DeletePartial,is she pond,is she 
14:45:53.020,11,is she done yet,DeletePartial,is she zope,is she 
14:45:55.379,11,is she done yet,DeletePartial,is she dine,is she 
14:45:55.538,11,is she done yet,DeleteFull,is she ,is she
14:45:56.288,11,is she done yet,Insert_top1,is she,is she 
14:45:57.739,11,is she done yet,Insert_top1,is she ,is she done 
14:46:01.333,11,is she done yet,DeletePartial,is she done yet,is she done 
14:46:04.804,11,is she done yet,Insert_top3,is she done ,is she done yet 
14:46:05.786,11,is she done yet,End,is she done yet,is she done yet
14:46:06.286,12,stability of the nation,Start,,
14:46:19.151,12,stability of the nation,DeletePartial,symbol,
14:46:27.414,12,stability of the nation,Insert_top1,,stability 
14:46:28.940,12,stability of the nation,Insert_top1,stability ,stability of 
14:46:32.659,12,stability of the nation,Insert_top1,stability of ,stability of the 
14:46:40.288,12,stability of the nation,Insert_top1,stability of the ,stability of the nation 
14:46:40.939,12,stability of the nation,End,stability of the nation,stability of the nation
14:46:41.439,13,completely sold out of that,Start,,
14:46:54.821,13,completely sold out of that,Insert_top1,,completely 
14:46:59.674,13,completely sold out of that,Insert_top1,completely ,completely arcq 
14:47:01.124,13,completely sold out of that,DeleteFull,completely arcq ,completely arcq
14:47:01.550,13,completely sold out of that,DeleteFull,completely arcq,completely 
14:47:03.934,13,completely sold out of that,DeletePartial,completely sf,completely 
14:47:08.437,13,completely sold out of that,Insert_top1,completely ,completely sold 
14:47:11.772,13,completely sold out of that,Insert_top1,completely sold ,completely sold out 
14:47:12.806,13,completely sold out of that,Insert_top1,completely sold out ,completely sold out of 
14:47:16.158,13,completely sold out of that,Insert_top1,completely sold out of ,completely sold out of that 
14:47:16.159,13,completely sold out of that,End,completely sold out of that,completely sold out of that
14:47:16.659,14,protect your environment,Start,,
14:47:27.547,14,protect your environment,DeletePartial,prospect,
14:47:35.064,14,protect your environment,Insert_top3,,protect 
14:47:35.677,14,protect your environment,Insert,protect ,protect  
14:47:41.316,14,protect your environment,Insert_top3,protect  ,protect  your 
14:47:56.472,14,protect your environment,DeletePartial,protect  your governmental,protect  your 
14:48:17.684,14,protect your environment,Insert_top1,protect  your ,protect  your environmental 
