Time,Trial Num,Target,TapOnly,Word_top1,Word_top2,Word_top3,Sequence
13:21:58.805,0,sent this by registered mail,false,ae,se,,S290degrees
13:21:59.216,0,sent this by registered mail,false,sent,debt,,S290degreesN222degrees
13:22:00.929,0,sent this by registered mail,false,tm,th,tn,T40degrees
13:22:01.557,0,sent this by registered mail,false,tgp,tmp,thu,T40degreesI
13:22:01.657,0,sent this by registered mail,false,this,thus,,T40degreesIS
13:22:02.785,0,sent this by registered mail,false,by,bg,ny,B277degrees
13:22:04.382,0,sent this by registered mail,false,rw,rr,eq,R185degrees
13:22:05.436,0,sent this by registered mail,false,treo,reno,teen,R185degreesG337degrees
13:22:06.323,0,sent this by registered mail,false,resist,priest,,R185degreesG337degreesS338degrees
13:22:06.678,0,sent this by registered mail,false,register,registry,recorder,R185degreesG337degreesS338degreesE355degrees
13:22:07.056,0,sent this by registered mail,false,registered,,,R185degreesG337degreesS338degreesE355degreesE73degrees
13:22:08.758,0,sent this by registered mail,true,m,,,M
13:22:08.975,0,sent this by registered mail,true,ma,,,MA
13:22:09.298,0,sent this by registered mail,false,mail,mall,tail,MAI44degrees
13:22:13.108,1,is she done yet,false,id,oe,os,I167degrees
13:22:15.228,1,is she done yet,true,i,,,I
13:22:15.404,1,is she done yet,true,is,,,IS
13:22:16.282,1,is she done yet,false,sf,sg,sb,S3degrees
13:22:16.639,1,is she done yet,false,sie,ace,,S3degreesE
13:22:19.502,1,is she done yet,false,sf,sg,sb,S1degrees
13:22:19.956,1,is she done yet,false,sie,ace,,S1degreesE
13:22:21.236,1,is she done yet,true,s,,,S
13:22:21.346,1,is she done yet,true,sh,,,SH
13:22:21.488,1,is she done yet,true,she,,,SHE
13:22:22.939,1,is she done yet,true,d,,,D
13:22:23.302,1,is she done yet,false,dom,dim,don,DO140degrees
13:22:23.562,1,is she done yet,false,doug,docs,,DO140degreesE
13:22:26.489,1,is she done yet,false,dp,zu,di,D350degrees
13:22:27.183,1,is she done yet,false,zum,dim,crm,D350degreesNE
13:22:27.295,1,is she done yet,false,zone,deer,gene,D350degreesNE
13:22:29.387,1,is she done yet,true,d,,,D
13:22:29.655,1,is she done yet,true,dn,,,DN
13:22:29.780,1,is she done yet,true,dne,,,DNE
13:22:32.207,1,is she done yet,true,d,,,D
13:22:32.333,1,is she done yet,true,do,,,DO
13:22:32.600,1,is she done yet,true,don,,,DON
13:22:32.866,1,is she done yet,true,done,,,DONE
13:22:34.776,1,is she done yet,true,b,,,B
13:22:36.902,1,is she done yet,true,d,,,D
13:22:37.045,1,is she done yet,true,do,,,DO
13:22:37.254,1,is she done yet,true,don,,,DON
13:22:37.362,1,is she done yet,true,done,,,DONE
13:22:38.986,1,is she done yet,false,ye,yr,te,Y182degreesT
13:22:39.165,1,is she done yet,false,yet,yea,tee,Y182degreesT
13:22:42.690,2,the living is easy,false,tm,tn,th,T48degrees
13:22:42.975,2,the living is easy,false,the,bee,,T48degreesE
13:22:44.719,2,the living is easy,false,lt,li,lu,L217degrees
13:22:45.643,2,the living is easy,false,luck,kirk,kick,L217degreesV325degrees
13:22:47.020,2,the living is easy,false,lu,li,lt,L214degrees
13:22:47.755,2,the living is easy,false,lidi,keno,,L214degreesB329degrees
13:22:48.733,2,the living is easy,false,kevin,libin,lilin,L214degreesB329degreesN
13:22:48.966,2,the living is easy,false,living,,,L214degreesB329degreesNG
13:22:50.963,2,the living is easy,true,i,,,I
13:22:51.164,2,the living is easy,true,is,,,IS
13:22:52.195,2,the living is easy,false,ea,ee,,E154degrees
13:22:52.994,2,the living is easy,false,,,,E154degreesS344degrees
13:22:56.553,2,the living is easy,false,,,,E149degrees
13:22:56.965,2,the living is easy,false,,,,E149degreesS344degrees
13:23:00.219,2,the living is easy,true,e,,,E
13:23:00.453,2,the living is easy,true,ea,,,EA
13:23:00.636,2,the living is easy,true,eas,,,EAS
13:23:00.862,2,the living is easy,true,easy,,,EASY
13:23:03.824,3,the capital of our nation,false,tm,th,tn,T40degrees
13:23:04.113,3,the capital of our nation,false,the,,,T40degreesE
13:23:05.075,3,the capital of our nation,false,cz,ca,va,C198degrees
13:23:05.567,3,the capital of our nation,false,cape,valo,,C198degreesP189degrees
13:23:06.148,3,the capital of our nation,false,campus,camera,,C198degreesP189degreesT161degrees
13:23:06.594,3,the capital of our nation,false,capital,capitol,capable,C198degreesP189degreesT161degreesL
13:23:08.274,3,the capital of our nation,false,oh,op,og,O160degrees
13:23:09.991,3,the capital of our nation,true,o,,,O
13:23:10.276,3,the capital of our nation,true,of,,,OF
13:23:10.501,3,the capital of our nation,true,ofn,,,OFN
13:23:11.312,3,the capital of our nation,false,kenny,,,OFNO181degrees
13:23:11.668,3,the capital of our nation,false,luxury,ignore,,OFNO181degreesR
13:23:13.919,3,the capital of our nation,true,o,,,O
13:23:14.211,3,the capital of our nation,true,of,,,OF
13:23:15.424,3,the capital of our nation,false,oe,os,,O184degrees
13:23:15.741,3,the capital of our nation,false,org,our,,O184degreesR
13:23:20.783,3,the capital of our nation,false,mc,mv,nd,N192degrees
13:23:21.294,3,the capital of our nation,false,nat,nba,nbc,N192degreesT
13:23:21.649,3,the capital of our nation,false,final,,,N192degreesTI354degrees
13:23:21.881,3,the capital of our nation,false,nation,nature,madium,N192degreesTI354degreesN
13:23:25.400,4,do not drink the water,true,d,,,D
13:23:25.509,4,do not drink the water,true,do,,,DO
13:23:26.349,4,do not drink the water,false,ni,no,nj,N314degrees
13:23:26.651,4,do not drink the water,false,not,nor,,N314degreesT
13:23:28.272,4,do not drink the water,false,dr,ft,ff,D303degrees
13:23:28.547,4,do not drink the water,false,from,drum,funk,D303degreesI120degrees
13:23:28.790,4,do not drink the water,false,drunk,drink,drill,D303degreesI120degreesK
13:23:31.471,4,do not drink the water,false,dr,ft,dt,D304degrees
13:23:31.988,4,do not drink the water,false,from,drum,drug,D304degreesI123degrees
13:23:32.334,4,do not drink the water,false,drink,drunk,drill,D304degreesI123degreesK
13:23:33.940,4,do not drink the water,false,tm,tn,rm,T44degrees
13:23:34.131,4,do not drink the water,false,the,tbe,,T44degreesE
13:23:35.823,4,do not drink the water,false,wx,,,W116degrees
13:23:36.206,4,do not drink the water,false,walt,watt,ward,W116degreesT173degrees
13:23:36.478,4,do not drink the water,false,water,,,W116degreesT173degreesR
13:23:40.534,5,tickets are very expensive,true,t,,,T
13:23:40.735,5,tickets are very expensive,true,ti,,,TI
13:23:41.202,5,tickets are very expensive,true,tic,,,TIC
13:23:41.544,5,tickets are very expensive,true,tick,,,TICK
13:23:41.994,5,tickets are very expensive,false,ticket,rocket,toilet,TICKE359degrees
13:23:42.264,5,tickets are very expensive,false,tickets,rockets,,TICKE359degreesS
13:23:43.812,5,tickets are very expensive,false,sr,,,A331degrees
13:23:43.940,5,tickets are very expensive,false,ate,dee,,A331degreesE
13:23:46.419,5,tickets are very expensive,false,sr,,,A337degreesE
13:23:46.599,5,tickets are very expensive,false,are,ade,,A337degreesE
13:23:48.963,5,tickets are very expensive,false,ve,vc,bw,V224degrees
13:23:49.369,5,tickets are very expensive,false,very,deer,beer,V224degreesE358degrees
13:23:51.173,5,tickets are very expensive,false,ed,,,E98degrees
13:23:51.800,5,tickets are very expensive,false,exp,rap,,E98degreesP
13:23:52.539,5,tickets are very expensive,false,,,,E98degreesPE28degrees
13:23:53.162,5,tickets are very expensive,false,ebooks,expand,,E98degreesPE28degreesS
13:23:53.553,5,tickets are very expensive,false,expanded,,,E98degreesPE28degreesSI131degrees
13:23:54.337,5,tickets are very expensive,false,expensive,exclusive,exploring,E98degreesPE28degreesSI131degreesE
13:23:57.981,6,the world is a stage,false,tm,rm,th,R37degrees
13:23:58.277,6,the world is a stage,false,the,,,R37degreesE
13:23:59.319,6,the world is a stage,true,w,,,W
13:23:59.462,6,the world is a stage,true,wo,,,WO
13:23:59.964,6,the world is a stage,false,work,worm,wool,WOE27degrees
13:24:00.312,6,the world is a stage,false,world,wound,would,WOE27degreesD
13:24:01.737,6,the world is a stage,false,ob,ii,oh,I147degrees
13:24:02.341,6,the world is a stage,false,ins,ina,ips,I147degreesA
13:24:03.755,6,the world is a stage,true,i,,,I
13:24:03.931,6,the world is a stage,true,is,,,IS
13:24:04.656,6,the world is a stage,true,a,,,A
13:24:05.927,6,the world is a stage,false,dt,st,dr,S333degrees
13:24:06.673,6,the world is a stage,false,sega,,,S333degreesA286degrees
13:24:07.139,6,the world is a stage,false,charge,,,S333degreesA286degreesG199degrees
13:24:09.489,6,the world is a stage,false,st,,,S337degrees
13:24:10.435,6,the world is a stage,false,dean,drag,deer,S337degreesA0degrees
13:24:10.710,6,the world is a stage,false,stage,,,S337degreesA0degreesW
13:24:14.712,7,zero in on the facts,false,za,xe,ez,Z293degrees
13:24:15.354,7,zero in on the facts,false,zath,zeal,,Z293degreesR11degrees
13:24:17.905,7,zero in on the facts,false,za,ze,ce,Z298degrees
13:24:18.138,7,zero in on the facts,false,ddr,zol,jar,Z298degreesR
13:24:18.291,7,zero in on the facts,false,zero,euro,jeep,Z298degreesRO
13:24:19.956,7,zero in on the facts,true,i,,,I
13:24:20.082,7,zero in on the facts,true,in,,,IN
13:24:20.598,7,zero in on the facts,true,o,,,O
13:24:20.807,7,zero in on the facts,true,on,,,ON
13:24:21.999,7,zero in on the facts,true,t,,,T
13:24:22.091,7,zero in on the facts,true,th,,,TH
13:24:22.267,7,zero in on the facts,true,the,,,THE
13:24:23.681,7,zero in on the facts,false,fs,fa,,F186degrees
13:24:24.390,7,zero in on the facts,false,fact,fast,,F186degreesC307degrees
13:24:24.567,7,zero in on the facts,false,facts,,,F186degreesC307degreesS
13:24:28.229,8,want to join us for lunch,false,,,,W115degrees
13:24:28.926,8,want to join us for lunch,false,want,wang,cant,W115degreesN230degrees
13:24:30.455,8,want to join us for lunch,false,ti,ty,tu,T6degrees
13:24:32.404,8,want to join us for lunch,true,t,,,T
13:24:33.555,8,want to join us for lunch,false,jo,ko,jj,J319degrees
13:24:33.909,8,want to join us for lunch,false,juan,joan,juam,J319degreesI123degrees
13:24:36.240,8,want to join us for lunch,true,t,,,T
13:24:36.324,8,want to join us for lunch,true,to,,,TO
13:24:37.694,8,want to join us for lunch,false,jo,ni,jj,J319degrees
13:24:38.073,8,want to join us for lunch,false,joan,john,join,J319degreesI120degrees
13:24:42.354,8,want to join us for lunch,false,uc,uv,ya,U155degrees
13:24:43.953,8,want to join us for lunch,true,u,,,U
13:24:44.104,8,want to join us for lunch,true,us,,,US
13:24:45.779,8,want to join us for lunch,true,f,,,F
13:24:45.971,8,want to join us for lunch,true,fo,,,FO
13:24:46.105,8,want to join us for lunch,true,for,,,FOR
13:24:47.341,8,want to join us for lunch,false,lt,lu,,L202degrees
13:24:48.036,8,want to join us for lunch,false,,,,L202degreesN182degrees
13:24:48.390,8,want to join us for lunch,false,lunch,laugh,punch,L202degreesN182degreesH
13:24:52.396,9,the library is closed today,false,tm,th,tn,T42degrees
13:24:52.750,9,the library is closed today,false,the,,,T42degreesE
13:24:53.477,9,the library is closed today,false,lu,li,lt,L220degrees
13:24:54.212,9,the library is closed today,false,lone,lime,king,L220degreesB226degrees
13:24:54.759,9,the library is closed today,false,lines,linda,kings,L220degreesB226degreesA
13:24:55.328,9,the library is closed today,false,liberty,library,hungary,L220degreesB226degreesAR358degrees
13:24:58.836,9,the library is closed today,true,i,,,I
13:24:58.987,9,the library is closed today,true,is,,,IS
13:25:00.579,9,the library is closed today,true,c,,,C
13:25:01.174,9,the library is closed today,false,xml,cbs,cbb,CL255degrees
13:25:01.474,9,the library is closed today,false,close,,,CL255degreesS303degrees
13:25:01.988,9,the library is closed today,false,closed,closes,backed,CL255degreesS303degreesD
13:25:03.797,9,the library is closed today,true,t,,,T
13:25:03.898,9,the library is closed today,true,to,,,TO
13:25:04.476,9,the library is closed today,false,yoga,tops,toys,TOD182degrees
13:25:04.785,9,the library is closed today,false,today,tooth,,TOD182degreesY
