Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
12:28:58.457,0,the world is a stage,Start,,
12:29:00.669,0,the world is a stage,Insert_top1,,thy 
12:29:01.920,0,the world is a stage,DeletePartial,thy wor,thy 
12:29:02.104,0,the world is a stage,DeleteFull,thy ,thy
12:29:02.279,0,the world is a stage,DeleteFull,thy,
12:29:02.479,0,the world is a stage,DeleteFull,,
12:29:03.312,0,the world is a stage,Insert_top1,,the 
12:29:05.530,0,the world is a stage,Insert_top1,the ,the world 
12:29:06.131,0,the world is a stage,Insert_top1,the world ,the world is 
12:29:06.398,0,the world is a stage,Insert_top1,the world is ,the world is a 
12:29:07.973,0,the world is a stage,DeletePartial,the world is a atlas,the world is a 
12:29:09.591,0,the world is a stage,DeletePartial,the world is a laden,the world is a 
12:29:11.142,0,the world is a stage,DeletePartial,the world is a heavy,the world is a 
12:29:12.443,0,the world is a stage,Insert_top1,the world is a ,the world is a stage 
12:29:12.443,0,the world is a stage,End,the world is a stage,the world is a stage
12:29:12.944,1,is she done yet,Start,,
12:29:14.994,1,is she done yet,DeletePartial,idle,
12:29:15.736,1,is she done yet,Insert_top1,,is 
12:29:16.870,1,is she done yet,DeletePartial,is ard,is 
12:29:17.762,1,is she done yet,DeletePartial,is i,is 
12:29:20.039,1,is she done yet,DeletePartial,is s,is 
12:29:21.665,1,is she done yet,DeletePartial,is s,is 
12:29:23.057,1,is she done yet,DeletePartial,is s,is 
12:29:23.699,1,is she done yet,Insert_top1,is ,is she 
12:29:25.167,1,is she done yet,DeletePartial,is she bind,is she 
12:29:26.893,1,is she done yet,DeletePartial,is she ent,is she 
12:29:28.644,1,is she done yet,DeletePartial,is she floor,is she 
12:29:30.591,1,is she done yet,Insert_top3,is she ,is she done 
12:29:31.153,1,is she done yet,Insert,is she done ,is she done  
12:29:32.254,1,is she done yet,Insert_top1,is she done  ,is she done  yet 
12:29:32.805,1,is she done yet,End,is she done yet,is she done yet
12:29:33.305,2,life if but a dream,Start,,
12:29:36.298,2,life if but a dream,Insert_top1,,life 
12:29:36.606,2,life if but a dream,Insert_top1,life ,life if 
12:29:37.207,2,life if but a dream,Insert_top1,life if ,life if but 
12:29:37.457,2,life if but a dream,Insert_top1,life if but ,life if but a 
12:29:39.141,2,life if but a dream,DeletePartial,life if but a frank,life if but a 
12:29:40.792,2,life if but a dream,DeletePartial,life if but a frank,life if but a 
12:29:42.301,2,life if but a dream,DeletePartial,life if but a frank,life if but a 
12:29:44.161,2,life if but a dream,DeletePartial,life if but a dreams,life if but a 
12:29:46.062,2,life if but a dream,DeletePartial,life if but a dram,life if but a 
12:29:47.988,2,life if but a dream,Insert_top1,life if but a ,life if but a dream 
12:29:47.989,2,life if but a dream,End,life if but a dream,life if but a dream
12:29:48.489,3,zero in on the facts,Start,,
12:29:50.973,3,zero in on the facts,Insert_top1,,zero 
12:29:51.515,3,zero in on the facts,Insert_top1,zero ,zero in 
12:29:52.398,3,zero in on the facts,Insert_top1,zero in ,zero in onth 
12:29:54.283,3,zero in on the facts,Insert_top1,zero in onth ,zero in onth fact 
12:29:55.975,3,zero in on the facts,DeletePartial,zero in onth fact s,zero in onth fact 
12:29:56.301,3,zero in on the facts,DeleteFull,zero in onth fact ,zero in onth fact
12:29:57.068,3,zero in on the facts,Insert_top1,zero in onth fact,zero in onth facts 
12:29:58.085,3,zero in on the facts,DeleteFull,zero in onth facts ,zero in onth facts
12:29:58.302,3,zero in on the facts,DeleteFull,zero in onth facts,zero in onth fact
12:29:58.469,3,zero in on the facts,DeleteFull,zero in onth fact,zero in onth 
12:29:58.660,3,zero in on the facts,DeleteFull,zero in onth ,zero in onth
12:29:58.835,3,zero in on the facts,DeleteFull,zero in onth,zero in 
12:30:00.094,3,zero in on the facts,Insert_top1,zero in ,zero in on 
12:30:00.594,3,zero in on the facts,Insert_top1,zero in on ,zero in on the 
12:30:02.129,3,zero in on the facts,Insert_top1,zero in on the ,zero in on the facts 
12:30:02.130,3,zero in on the facts,End,zero in on the facts,zero in on the facts
12:30:02.630,4,stability of the nation,Start,,
12:30:06.773,4,stability of the nation,Insert_top1,,stabil 
12:30:07.324,4,stability of the nation,DeleteFull,stabil ,stabil
12:30:08.082,4,stability of the nation,DeleteFull,stabil,
12:30:10.450,4,stability of the nation,Insert_top1,,stability 
12:30:10.817,4,stability of the nation,Insert_top1,stability ,stability o 
12:30:11.267,4,stability of the nation,Insert_top1,stability o ,stability o the 
12:30:13.085,4,stability of the nation,DeletePartial,stability o the neil,stability o the 
12:30:15.453,4,stability of the nation,Insert_top1,stability o the ,stability o the nation 
12:30:15.454,4,stability of the nation,End,stability o the nation,stability o the nation
12:30:15.955,5,please follow the guidelines,Start,,
12:30:18.563,5,please follow the guidelines,Insert_top1,,please 
12:30:20.289,5,please follow the guidelines,DeletePartial,please floppy,please 
12:30:22.803,5,please follow the guidelines,Insert_top3,please ,please follow 
12:30:23.925,5,please follow the guidelines,Insert_top1,please follow ,please follow the 
12:30:27.621,5,please follow the guidelines,Insert_top3,please follow the ,please follow the guidelines 
12:30:28.227,5,please follow the guidelines,End,please follow the guidelines,please follow the guidelines
12:30:28.728,6,the power of denial,Start,,
12:30:31.420,6,the power of denial,DeletePartial,t,
12:30:33.138,6,the power of denial,Insert_top1,,the 
12:30:35.039,6,the power of denial,DeletePartial,the fatty,the 
12:30:36.340,6,the power of denial,Insert_top1,the ,the power 
12:30:36.790,6,the power of denial,Insert_top1,the power ,the power of 
12:30:39.533,6,the power of denial,DeletePartial,the power of debian,the power of 
12:30:41.976,6,the power of denial,DeletePartial,the power of debian,the power of 
12:30:45.670,6,the power of denial,DeletePartial,the power of debian,the power of 
12:30:47.054,6,the power of denial,Insert_top1,the power of ,the power of denial 
12:30:47.055,6,the power of denial,End,the power of denial,the power of denial
12:30:47.556,7,the second largest country,Start,,
12:30:49.865,7,the second largest country,DeletePartial,thtml,
12:30:51.240,7,the second largest country,Insert_top1,,the 
12:30:53.274,7,the second largest country,Insert_top1,the ,the second 
12:30:55.543,7,the second largest country,DeletePartial,the second larger,the second 
12:30:57.677,7,the second largest country,Insert_top1,the second ,the second largest 
12:30:59.861,7,the second largest country,Insert_top1,the second largest ,the second largest contry 
12:30:59.862,7,the second largest country,End,the second largest contry,the second largest contry
12:31:00.363,8,a quarter of a century,Start,,
12:31:00.546,8,a quarter of a century,DeleteFull,,
12:31:01.963,8,a quarter of a century,Insert_top1,,a 
12:31:04.256,8,a quarter of a century,Insert_top1,a ,a quarter 
12:31:04.831,8,a quarter of a century,Insert_top1,a quarter ,a quarter of 
12:31:05.064,8,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
12:31:06.490,8,a quarter of a century,DeletePartial,a quarter of a centr,a quarter of a 
12:31:09.684,8,a quarter of a century,DeletePartial,a quarter of a cemetery,a quarter of a 
12:31:12.685,8,a quarter of a century,Insert_top1,a quarter of a ,a quarter of a century 
12:31:12.686,8,a quarter of a century,End,a quarter of a century,a quarter of a century
12:31:13.186,9,the library is closed today,Start,,
12:31:15.103,9,the library is closed today,Insert_top1,,the 
12:31:17.072,9,the library is closed today,DeletePartial,the linear,the 
12:31:20.035,9,the library is closed today,Insert_top3,the ,the library 
12:31:20.565,9,the library is closed today,Insert,the library ,the library  
12:31:20.981,9,the library is closed today,Insert_top1,the library  ,the library  is 
12:31:21.765,9,the library is closed today,DeletePartial,the library  is l,the library  is 
12:31:23.308,9,the library is closed today,Insert_top1,the library  is ,the library  is closes 
12:31:23.808,9,the library is closed today,DeleteFull,the library  is closes ,the library  is closes
12:31:23.967,9,the library is closed today,DeleteFull,the library  is closes,the library  is 
12:31:26.210,9,the library is closed today,DeletePartial,the library  is closes,the library  is 
12:31:28.470,9,the library is closed today,DeletePartial,the library  is cliff,the library  is 
12:31:30.748,9,the library is closed today,Insert_top3,the library  is ,the library  is closed 
12:31:31.187,9,the library is closed today,Insert,the library  is closed ,the library  is closed  
12:31:32.897,9,the library is closed today,DeletePartial,the library  is closed  sugar,the library  is closed  
12:31:34.848,9,the library is closed today,Insert_top1,the library  is closed  ,the library  is closed  today 
12:31:34.849,9,the library is closed today,End,the library is closed today,the library is closed today
12:31:35.349,10,with each step forward,Start,,
12:31:37.775,10,with each step forward,DeletePartial,worm,
12:31:38.641,10,with each step forward,Insert_top1,,wth 
12:31:39.843,10,with each step forward,DeletePartial,wth east,wth 
12:31:40.276,10,with each step forward,DeleteFull,wth ,wth
12:31:40.609,10,with each step forward,DeleteFull,wth,
12:31:40.776,10,with each step forward,DeleteFull,,
12:31:41.877,10,with each step forward,Insert_top1,,with 
12:31:43.102,10,with each step forward,Insert_top1,with ,with each 
12:31:44.512,10,with each step forward,DeletePartial,with each acer,with each 
12:31:45.845,10,with each step forward,DeletePartial,with each acer,with each 
12:31:47.280,10,with each step forward,DeletePartial,with each acer,with each 
12:31:48.755,10,with each step forward,DeletePartial,with each acer,with each 
12:31:49.681,10,with each step forward,Insert_top1,with each ,with each step 
12:31:50.798,10,with each step forward,DeletePartial,with each step efor,with each step 
12:31:52.134,10,with each step forward,DeletePartial,with each step do,with each step 
12:31:55.067,10,with each step forward,Insert_top1,with each step ,with each step forward 
12:31:55.068,10,with each step forward,End,with each step forward,with each step forward
12:31:55.569,11,question that must be answered,Start,,
12:32:00.012,11,question that must be answered,Insert_top1,,question 
12:32:01.471,11,question that must be answered,Insert_top1,question ,question that 
12:32:02.180,11,question that must be answered,Insert_top1,question that ,question that nut 
12:32:03.414,11,question that must be answered,DeletePartial,question that nut bel,question that nut 
12:32:03.814,11,question that must be answered,DeleteFull,question that nut ,question that nut
12:32:04.156,11,question that must be answered,DeleteFull,question that nut,question that 
12:32:05.824,11,question that must be answered,DeletePartial,question that muze,question that 
12:32:07.800,11,question that must be answered,DeletePartial,question that just,question that 
12:32:09.784,11,question that must be answered,DeletePartial,question that just,question that 
12:32:10.593,11,question that must be answered,Insert_top1,question that ,question that murray 
12:32:11.093,11,question that must be answered,DeleteFull,question that murray ,question that murray
12:32:11.543,11,question that must be answered,DeleteFull,question that murray,question that 
12:32:11.718,11,question that must be answered,DeleteFull,question that ,question that
12:32:11.843,11,question that must be answered,DeleteFull,question that,question 
12:32:13.953,11,question that must be answered,Insert_top1,question ,question that 
12:32:15.512,11,question that must be answered,Insert_top1,question that ,question that must 
12:32:15.979,11,question that must be answered,Insert_top1,question that must ,question that must be 
12:32:18.005,11,question that must be answered,DeletePartial,question that must be answer,question that must be 
12:32:20.798,11,question that must be answered,Insert_top1,question that must be ,question that must be answered 
12:32:20.799,11,question that must be answered,End,question that must be answered,question that must be answered
12:32:21.300,12,protect your environment,Start,,
