Time,Trial Num,Target,TapOnly,Word_top1,Word_top2,Word_top3,Sequence
15:29:00.462,0,do not drink the water,true,d,,,D
15:29:00.905,0,do not drink the water,true,do,,,DO
15:29:01.723,0,do not drink the water,false,funk,fiji,reno,DON321degrees
15:29:02.076,0,do not drink the water,false,float,blair,dylan,DON321degreesT
15:29:03.864,0,do not drink the water,true,d,,,D
15:29:04.182,0,do not drink the water,true,do,,,DO
15:29:04.947,0,do not drink the water,false,ni,nj,no,N317degrees
15:29:05.281,0,do not drink the water,false,not,,,N317degreesT
15:29:06.942,0,do not drink the water,false,dt,ft,dr,D313degrees
15:29:07.479,0,do not drink the water,false,from,drum,fort,D313degreesI130degrees
15:29:07.739,0,do not drink the water,false,drunk,drink,front,D313degreesI130degreesK
15:29:10.918,0,do not drink the water,false,dt,ft,dr,D315degrees
15:29:11.556,0,do not drink the water,false,from,drum,drug,D315degreesI126degrees
15:29:11.835,0,do not drink the water,false,drunk,drink,,D315degreesI126degreesK
15:29:13.578,0,do not drink the water,true,t,,,T
15:29:13.795,0,do not drink the water,true,th,,,TH
15:29:13.920,0,do not drink the water,true,the,,,THE
15:29:14.813,0,do not drink the water,false,wa,,,W133degrees
15:29:15.310,0,do not drink the water,false,ware,watt,ward,W133degreesT176degrees
15:29:15.625,0,do not drink the water,false,water,dryer,after,W133degreesT176degreesR
15:29:18.088,1,frequently asked questions,true,f,,,F
15:29:18.381,1,frequently asked questions,true,fr,,,FR
15:29:18.623,1,frequently asked questions,true,fre,,,FRE
15:29:19.540,1,frequently asked questions,true,freq,,,FREQ
15:29:20.733,1,frequently asked questions,true,frequ,,,FREQU
15:29:21.366,1,frequently asked questions,false,western,,,FREQUE24degrees
15:29:22.808,1,frequently asked questions,false,frequency,trademark,authentic,FREQUE24degreesT15degrees
15:29:23.200,1,frequently asked questions,false,frequently,,,FREQUE24degreesT15degreesY
15:29:24.668,1,frequently asked questions,false,,,,A352degrees
15:29:25.465,1,frequently asked questions,false,,,,A352degreesK191degrees
15:29:25.728,1,frequently asked questions,false,aimed,,,A352degreesK191degreesD
15:29:27.894,1,frequently asked questions,true,a,,,A
15:29:28.053,1,frequently asked questions,true,as,,,AS
15:29:28.854,1,frequently asked questions,true,ask,,,ASK
15:29:29.389,1,frequently asked questions,false,aimed,,,ASKE67degrees
15:29:32.129,1,frequently asked questions,true,a,,,A
15:29:32.314,1,frequently asked questions,true,as,,,AS
15:29:32.673,1,frequently asked questions,true,ask,,,ASK
15:29:33.275,1,frequently asked questions,false,aimed,,,ASKE86degrees
15:29:35.848,1,frequently asked questions,true,a,,,A
15:29:35.998,1,frequently asked questions,true,as,,,AS
15:29:36.333,1,frequently asked questions,true,ask,,,ASK
15:29:36.633,1,frequently asked questions,true,aske,,,ASKE
15:29:36.800,1,frequently asked questions,true,asked,,,ASKED
15:29:38.916,1,frequently asked questions,true,q,,,Q
15:29:39.184,1,frequently asked questions,true,qu,,,QU
15:29:39.760,1,frequently asked questions,false,weed,eyed,eyes,QUE118degrees
15:29:40.235,1,frequently asked questions,false,quest,query,,QUE118degreesT
15:29:40.891,1,frequently asked questions,false,quantum,,,QUE118degreesTI122degrees
15:29:41.122,1,frequently asked questions,false,,,,QUE118degreesTI122degreesS
15:29:42.919,1,frequently asked questions,true,q,,,Q
15:29:43.345,1,frequently asked questions,true,qu,,,QU
15:29:43.995,1,frequently asked questions,false,quad,,,QUE124degrees
15:29:44.628,1,frequently asked questions,false,,,,QUE124degreesT357degrees
15:29:45.016,1,frequently asked questions,false,quantum,worship,electro,QUE124degreesT357degreesO
15:29:46.073,1,frequently asked questions,false,question,warranty,rotation,QUE124degreesT357degreesON
15:29:46.593,1,frequently asked questions,false,questions,equations,enquiries,QUE124degreesT357degreesONS
15:29:48.663,2,he called seven times,true,h,,,H
15:29:48.923,2,he called seven times,true,he,,,HE
15:29:49.716,2,he called seven times,false,cz,ca,cs,C200degrees
15:29:50.150,2,he called seven times,false,cal,val,car,C200degreesL
15:29:50.282,2,he called seven times,false,call,adsl,carl,C200degreesLL
15:29:50.755,2,he called seven times,false,cached,backed,locked,C200degreesLLE77degrees
15:29:53.575,2,he called seven times,true,c,,,C
15:29:54.835,2,he called seven times,false,cab,cdt,cst,CA359degrees
15:29:55.562,2,he called seven times,false,call,carl,adsl,CA359degreesL
15:29:55.892,2,he called seven times,false,baker,valve,cable,CA359degreesLE
15:29:56.043,2,he called seven times,false,called,backed,walked,CA359degreesLED
15:29:57.677,2,he called seven times,true,s,,,S
15:29:57.870,2,he called seven times,true,se,,,SE
15:29:58.404,2,he called seven times,false,deer,,,SEV224degrees
15:29:58.781,2,he called seven times,false,seven,devel,devon,SEV224degreesN
15:29:59.854,2,he called seven times,false,ti,ty,tu,T354degrees
15:30:00.168,2,he called seven times,false,til,tim,tam,T354degreesM
15:30:00.571,2,he called seven times,false,times,tunes,tones,T354degreesME129degrees
15:30:03.680,3,tickets are very expensive,true,t,,,T
15:30:04.342,3,tickets are very expensive,false,tit,rug,tif,TI150degrees
15:30:04.630,3,tickets are very expensive,false,tank,took,risk,TI150degreesK
15:30:04.997,3,tickets are very expensive,false,tight,tough,timer,TI150degreesKE
15:30:05.420,3,tickets are very expensive,false,tickets,touched,twisted,TI150degreesKET160degrees
15:30:06.390,3,tickets are very expensive,true,a,,,A
15:30:06.574,3,tickets are very expensive,true,ar,,,AR
15:30:06.708,3,tickets are very expensive,true,are,,,ARE
15:30:07.516,3,tickets are very expensive,true,v,,,V
15:30:08.092,3,tickets are very expensive,true,ve,,,VE
15:30:08.633,3,tickets are very expensive,false,very,hero,beth,VER351degrees
15:30:10.109,3,tickets are very expensive,true,e,,,E
15:30:10.635,3,tickets are very expensive,true,ex,,,EX
15:30:12.058,3,tickets are very expensive,false,expo,paso,,EXP180degrees
15:30:12.662,3,tickets are very expensive,false,ellen,xhtml,expom,EXP180degreesN
15:30:13.408,3,tickets are very expensive,false,horizon,,,EXP180degreesNS352degrees
15:30:13.910,3,tickets are very expensive,false,explains,economic,compound,EXP180degreesNS352degreesV
15:30:14.000,3,tickets are very expensive,false,expensive,expanding,exclusive,EXP180degreesNS352degreesVE
15:30:16.831,4,zero in on the facts,false,za,xe,ez,Z287degrees
15:30:17.168,4,zero in on the facts,false,zero,deer,deep,Z287degreesR357degrees
15:30:18.238,4,zero in on the facts,true,i,,,I
15:30:18.414,4,zero in on the facts,true,in,,,IN
15:30:18.797,4,zero in on the facts,true,o,,,O
15:30:18.998,4,zero in on the facts,true,on,,,ON
15:30:19.606,4,zero in on the facts,true,t,,,T
15:30:19.916,4,zero in on the facts,true,th,,,TH
15:30:20.223,4,zero in on the facts,true,the,,,THE
15:30:20.841,4,zero in on the facts,false,gd,fa,fs,F177degrees
15:30:21.292,4,zero in on the facts,false,face,gave,gate,F177degreesC242degrees
15:30:22.193,4,zero in on the facts,false,faces,faced,fixes,F177degreesC242degreesS
15:30:24.335,4,zero in on the facts,false,gd,fa,fs,F178degrees
15:30:24.642,4,zero in on the facts,false,fact,gast,fast,F178degreesC300degrees
15:30:24.927,4,zero in on the facts,false,facts,,,F178degreesC300degreesS
15:30:26.959,5,the world is a stage,true,t,,,T
15:30:27.144,5,the world is a stage,true,th,,,TH
15:30:27.261,5,the world is a stage,true,the,,,THE
15:30:29.238,5,the world is a stage,false,et,wt,wy,W355degrees
15:30:33.933,5,the world is a stage,false,week,work,worm,W355degreesR10degrees
15:30:34.289,5,the world is a stage,false,world,worth,valid,W355degreesR10degreesD
15:30:35.407,5,the world is a stage,true,i,,,I
15:30:35.657,5,the world is a stage,true,is,,,IS
15:30:35.990,5,the world is a stage,true,a,,,A
15:30:36.918,5,the world is a stage,false,dt,st,dr,S334degrees
15:30:37.161,5,the world is a stage,false,,,,S334degreesA
15:30:37.442,5,the world is a stage,false,deaf,,,S334degreesAG
15:30:37.523,5,the world is a stage,false,ridge,,,S334degreesAGE
15:30:39.656,5,the world is a stage,false,dt,st,dr,S338degrees
15:30:40.015,5,the world is a stage,false,,,,S338degreesA
15:30:40.311,5,the world is a stage,false,deaf,drag,dean,S338degreesAG
