Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
15:28:59.024,0,do not drink the water,Start,,
15:29:03.063,0,do not drink the water,DeletePartial,float,
15:29:03.254,0,do not drink the water,DeleteFull,,
15:29:04.463,0,do not drink the water,Insert_top1,,do 
15:29:05.314,0,do not drink the water,Insert_top1,do ,do not 
15:29:08.315,0,do not drink the water,Insert_top1,do not ,do not drunk 
15:29:09.116,0,do not drink the water,DeleteFull,do not drunk ,do not drunk
15:29:09.533,0,do not drink the water,DeleteFull,do not drunk,do not 
15:29:09.691,0,do not drink the water,DeleteFull,do not ,do not
15:29:10.317,0,do not drink the water,Insert,do not,do not 
15:29:12.787,0,do not drink the water,Insert_top3,do not ,do not drink 
15:29:14.119,0,do not drink the water,Insert_top1,do not drink ,do not drink the 
15:29:16.453,0,do not drink the water,Insert_top1,do not drink the ,do not drink the water 
15:29:16.454,0,do not drink the water,End,do not drink the water,do not drink the water
15:29:16.956,1,frequently asked questions,Start,,
15:29:24.099,1,frequently asked questions,Insert_top1,,frequently 
15:29:26.776,1,frequently asked questions,DeletePartial,frequently aimed,frequently 
15:29:31.162,1,frequently asked questions,DeletePartial,frequently aimed,frequently 
15:29:33.989,1,frequently asked questions,Insert_top1,frequently ,frequently aimed 
15:29:34.472,1,frequently asked questions,DeleteFull,frequently aimed ,frequently aimed
15:29:34.664,1,frequently asked questions,DeleteFull,frequently aimed,frequently 
15:29:34.880,1,frequently asked questions,DeleteFull,frequently ,frequently
15:29:35.447,1,frequently asked questions,Insert,frequently,frequently 
15:29:37.132,1,frequently asked questions,Insert_top1,frequently ,frequently asked 
15:29:41.809,1,frequently asked questions,DeletePartial,frequently asked quantum,frequently asked 
15:29:47.279,1,frequently asked questions,Insert_top1,frequently asked ,frequently asked questions 
15:29:47.280,1,frequently asked questions,End,frequently asked questions,frequently asked questions
15:29:47.780,2,he called seven times,Start,,
15:29:49.072,2,he called seven times,Insert_top1,,he 
15:29:52.632,2,he called seven times,DeletePartial,he cached,he 
15:29:56.793,2,he called seven times,Insert_top1,he ,he called 
15:29:58.860,2,he called seven times,Insert_top1,he called ,he called seven 
15:30:02.020,2,he called seven times,Insert_top1,he called seven ,he called seven times 
15:30:02.021,2,he called seven times,End,he called seven times,he called seven times
15:30:02.522,3,tickets are very expensive,Start,,
15:30:06.023,3,tickets are very expensive,Insert_top1,,tickets 
15:30:06.915,3,tickets are very expensive,Insert_top1,tickets ,tickets are 
15:30:09.391,3,tickets are very expensive,Insert_top1,tickets are ,tickets are very 
15:30:14.786,3,tickets are very expensive,Insert_top1,tickets are very ,tickets are very expensive 
15:30:14.787,3,tickets are very expensive,End,tickets are very expensive,tickets are very expensive
15:30:15.288,4,zero in on the facts,Start,,
15:30:17.938,4,zero in on the facts,Insert_top1,,zero 
15:30:18.571,4,zero in on the facts,Insert_top1,zero ,zero in 
15:30:19.172,4,zero in on the facts,Insert_top1,zero in ,zero in on 
15:30:20.331,4,zero in on the facts,Insert_top1,zero in on ,zero in on the 
15:30:22.457,4,zero in on the facts,Insert_top1,zero in on the ,zero in on the faces 
15:30:22.974,4,zero in on the facts,DeleteFull,zero in on the faces ,zero in on the faces
15:30:23.124,4,zero in on the facts,DeleteFull,zero in on the faces,zero in on the 
15:30:25.558,4,zero in on the facts,Insert_top1,zero in on the ,zero in on the facts 
15:30:25.559,4,zero in on the facts,End,zero in on the facts,zero in on the facts
15:30:26.060,5,the world is a stage,Start,,
15:30:27.376,5,the world is a stage,Insert_top1,,the 
15:30:34.897,5,the world is a stage,Insert_top1,the ,the world 
15:30:35.848,5,the world is a stage,Insert_top1,the world ,the world is 
15:30:36.181,5,the world is a stage,Insert_top1,the world is ,the world is a 
15:30:38.574,5,the world is a stage,DeletePartial,the world is a ridge,the world is a 
15:30:41.267,5,the world is a stage,DeletePartial,the world is a ridge,the world is a 
15:30:44.753,5,the world is a stage,DeletePartial,the world is a st,the world is a 
15:30:47.062,5,the world is a stage,Insert_top1,the world is a ,the world is a stage 
15:30:47.063,5,the world is a stage,End,the world is a stage,the world is a stage
15:30:47.564,6,the living is easy,Start,,
15:30:49.313,6,the living is easy,Insert_top1,,te 
15:30:49.964,6,the living is easy,DeleteFull,te ,te
15:30:50.089,6,the living is easy,DeleteFull,te,
15:30:50.647,6,the living is easy,Insert_top1,,he 
15:30:51.148,6,the living is easy,DeleteFull,he ,he
15:30:51.323,6,the living is easy,DeleteFull,he,
15:30:52.974,6,the living is easy,Insert_top1,,the 
15:30:55.308,6,the living is easy,Insert_top1,the ,the living 
15:30:56.175,6,the living is easy,Insert_top1,the living ,the living is 
15:30:58.310,6,the living is easy,Insert_top1,the living is ,the living is easy 
15:30:58.311,6,the living is easy,End,the living is easy,the living is easy
15:30:58.811,7,the capital of our nation,Start,,
15:31:00.270,7,the capital of our nation,Insert_top1,,the 
15:31:03.388,7,the capital of our nation,Insert_top1,the ,the capital 
15:31:03.971,7,the capital of our nation,Insert_top1,the capital ,the capital of 
15:31:04.563,7,the capital of our nation,Insert_top1,the capital of ,the capital of our 
15:31:07.808,7,the capital of our nation,DeletePartial,the capital of our length,the capital of our 
15:31:10.350,7,the capital of our nation,Insert_top1,the capital of our ,the capital of our nation 
15:31:10.350,7,the capital of our nation,End,the capital of our nation,the capital of our nation
15:31:10.851,8,just what the doctor ordered,Start,,
15:31:14.378,8,just what the doctor ordered,DeletePartial,judy,
15:31:16.570,8,just what the doctor ordered,DeletePartial,judy,
15:31:18.354,8,just what the doctor ordered,Insert_top1,,just 
15:31:21.027,8,just what the doctor ordered,Insert_top3,just ,just what 
15:31:22.198,8,just what the doctor ordered,Insert_top1,just what ,just what the 
15:31:24.733,8,just what the doctor ordered,Insert_top1,just what the ,just what the doctor 
15:31:29.610,8,just what the doctor ordered,Insert_top1,just what the doctor ,just what the doctor ordered 
15:31:29.611,8,just what the doctor ordered,End,just what the doctor ordered,just what the doctor ordered
15:31:30.112,9,is she done yet,Start,,
15:31:31.386,9,is she done yet,Insert_top1,,is 
15:31:31.862,9,is she done yet,Insert_top1,is ,is se 
15:31:32.654,9,is she done yet,DeleteFull,is se ,is se
15:31:32.787,9,is she done yet,DeleteFull,is se,is 
