Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
16:23:45.557,0,the second largest country,Start,,
16:23:49.337,0,the second largest country,Insert_top1,,tent 
16:23:49.946,0,the second largest country,DeleteFull,tent ,tent
16:23:50.088,0,the second largest country,DeleteFull,tent,
16:23:50.213,0,the second largest country,DeleteFull,,
16:23:51.180,0,the second largest country,Insert_top1,,the 
16:23:53.073,0,the second largest country,Insert_top1,the ,the refund 
16:23:54.398,0,the second largest country,DeletePartial,the refund pp,the refund 
16:23:54.557,0,the second largest country,DeleteFull,the refund ,the refund
16:23:54.682,0,the second largest country,DeleteFull,the refund,the 
16:23:57.421,0,the second largest country,Insert_top3,the ,the second 
16:23:59.935,0,the second largest country,DeletePartial,the second largf,the second 
16:24:02.596,0,the second largest country,Insert_top1,the second ,the second largest 
16:24:05.271,0,the second largest country,Insert_top1,the second largest ,the second largest corner 
16:24:06.622,0,the second largest country,DeleteFull,the second largest corner ,the second largest corner
16:24:06.997,0,the second largest country,DeleteFull,the second largest corner,the second largest 
16:24:10.165,0,the second largest country,Insert_top1,the second largest ,the second largest country 
16:24:11.041,0,the second largest country,DeleteFull,the second largest country ,the second largest country
16:24:11.458,0,the second largest country,End,the second largest country,the second largest country
16:24:11.959,1,communicate through email,Start,,
16:24:17.036,1,communicate through email,DeletePartial,communicater,
16:24:22.313,1,communicate through email,Insert_top1,,communicate 
16:24:27.292,1,communicate through email,DeletePartial,communicate strengthen,communicate 
16:24:29.827,1,communicate through email,Insert_top1,communicate ,communicate through 
16:24:32.419,1,communicate through email,Insert_top1,communicate through ,communicate through email 
16:24:32.420,1,communicate through email,End,communicate through email,communicate through email
16:24:32.920,2,zero in on the facts,Start,,
16:24:35.279,2,zero in on the facts,Insert_top1,,zero 
16:24:36.363,2,zero in on the facts,Insert_top1,zero ,zero in 
16:24:36.931,2,zero in on the facts,Insert_top1,zero in ,zero in on 
16:24:37.805,2,zero in on the facts,Insert_top1,zero in on ,zero in on the 
16:24:40.133,2,zero in on the facts,Insert_top1,zero in on the ,zero in on the facts 
16:24:40.133,2,zero in on the facts,End,zero in on the facts,zero in on the facts
16:24:40.634,3,do not drink the water,Start,,
16:24:41.851,3,do not drink the water,Insert_top1,,do 
16:24:43.142,3,do not drink the water,Insert_top1,do ,do not 
16:24:44.468,3,do not drink the water,Insert_top1,do not ,do not drink 
16:24:46.869,3,do not drink the water,DeletePartial,do not drink waters,do not drink 
16:24:49.253,3,do not drink the water,Insert_top1,do not drink ,do not drink water 
16:24:50.171,3,do not drink the water,DeleteFull,do not drink water ,do not drink water
16:24:50.563,3,do not drink the water,DeleteFull,do not drink water,do not drink 
16:24:52.005,3,do not drink the water,Insert_top1,do not drink ,do not drink tent 
16:24:52.505,3,do not drink the water,DeleteFull,do not drink tent ,do not drink tent
16:24:52.672,3,do not drink the water,DeleteFull,do not drink tent,do not drink 
16:24:54.106,3,do not drink the water,Insert_top1,do not drink ,do not drink the 
16:24:55.991,3,do not drink the water,Insert_top1,do not drink the ,do not drink the water 
16:24:55.991,3,do not drink the water,End,do not drink the water,do not drink the water
16:24:56.492,4,love means many things,Start,,
16:24:58.445,4,love means many things,Insert_top1,,love 
16:25:00.418,4,love means many things,Insert_top1,love ,love means 
16:25:02.052,4,love means many things,Insert_top1,love means ,love means many 
16:25:04.271,4,love means many things,Insert_top1,love means many ,love means many things 
16:25:04.272,4,love means many things,End,love means many things,love means many things
16:25:04.773,5,the power of denial,Start,,
16:25:06.029,5,the power of denial,Insert_top1,,the 
16:25:08.114,5,the power of denial,DeletePartial,the modern,the 
16:25:09.823,5,the power of denial,DeletePartial,the oower,the 
16:25:09.981,5,the power of denial,DeleteFull,the ,the
16:25:10.540,5,the power of denial,Insert,the,the 
16:25:12.583,5,the power of denial,DeletePartial,the fatty,the 
16:25:14.634,5,the power of denial,DeletePartial,the fatty,the 
16:25:17.644,5,the power of denial,DeletePartial,the fatty,the 
16:25:19.278,5,the power of denial,Insert_top1,the ,the power 
16:25:20.054,5,the power of denial,Insert_top1,the power ,the power of 
16:25:22.897,5,the power of denial,Insert_top1,the power of ,the power of denial 
16:25:22.897,5,the power of denial,End,the power of denial,the power of denial
16:25:23.398,6,a quarter of a century,Start,,
16:25:24.464,6,a quarter of a century,Insert_top1,,a 
16:25:25.674,6,a quarter of a century,DeletePartial,a qt,a 
16:25:28.241,6,a quarter of a century,Insert_top1,a ,a quarter 
16:25:29.384,6,a quarter of a century,Insert_top1,a quarter ,a quarter of 
16:25:29.742,6,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
16:25:32.110,6,a quarter of a century,Insert_top1,a quarter of a ,a quarter of a century 
16:25:32.111,6,a quarter of a century,End,a quarter of a century,a quarter of a century
16:25:32.611,7,sent this by registered mail,Start,,
16:25:34.378,7,sent this by registered mail,Insert_top1,,sent 
16:25:36.079,7,sent this by registered mail,Insert_top1,sent ,sent this 
16:25:36.779,7,sent this by registered mail,Insert_top1,sent this ,sent this by 
16:25:40.748,7,sent this by registered mail,DeletePartial,sent this by refurbished,sent this by 
16:25:44.133,7,sent this by registered mail,Insert_top1,sent this by ,sent this by registered 
16:25:45.926,7,sent this by registered mail,Insert_top1,sent this by registered ,sent this by registered mail 
16:25:45.927,7,sent this by registered mail,End,sent this by registered mail,sent this by registered mail
16:25:46.428,8,is she done yet,Start,,
16:25:47.727,8,is she done yet,Insert_top1,,is 
16:25:48.411,8,is she done yet,Insert_top1,is ,is she 
16:25:49.678,8,is she done yet,Insert_top1,is she ,is she done 
16:25:51.237,8,is she done yet,Insert_top1,is she done ,is she done yet 
16:25:51.238,8,is she done yet,End,is she done yet,is she done yet
16:25:51.739,9,companies announce a merger,Start,,
16:25:55.581,9,companies announce a merger,Insert_top1,,companies 
16:25:57.858,9,companies announce a merger,Insert_top1,companies ,companies announce 
16:25:58.450,9,companies announce a merger,Insert_top1,companies announce ,companies announce a 
16:26:01.418,9,companies announce a merger,DeletePartial,companies announce a netscape,companies announce a 
16:26:03.569,9,companies announce a merger,Insert_top1,companies announce a ,companies announce a merger 
16:26:03.570,9,companies announce a merger,End,companies announce a merger,companies announce a merger
16:26:04.072,10,tickets are very expensive,Start,,
16:26:07.013,10,tickets are very expensive,Insert_top1,,tickets 
16:26:08.247,10,tickets are very expensive,Insert_top1,tickets ,tickets are 
16:26:09.964,10,tickets are very expensive,Insert_top1,tickets are ,tickets are very 
16:26:13.083,10,tickets are very expensive,Insert_top1,tickets are very ,tickets are very expensive 
16:26:13.575,10,tickets are very expensive,DeleteFull,tickets are very expensive ,tickets are very expensive
16:26:13.901,10,tickets are very expensive,End,tickets are very expensive,tickets are very expensive
16:26:14.401,11,he called seven times,Start,,
16:26:15.826,11,he called seven times,Insert_top1,,he 
16:26:17.385,11,he called seven times,Insert_top1,he ,he called 
16:26:18.986,11,he called seven times,Insert_top1,he called ,he called seven 
16:26:21.496,11,he called seven times,Insert_top1,he called seven ,he called seven times 
16:26:21.496,11,he called seven times,End,he called seven times,he called seven times
16:26:21.997,12,frequently asked questions,Start,,
