Time,Trial Num,Target,TapOnly,Word_top1,Word_top2,Word_top3,Sequence
17:39:00.182,0,zero in on the facts,false,,,,Z311degrees
17:39:00.626,0,zero in on the facts,false,zero,zeal,sega,Z311degreesR351degrees
17:39:03.409,0,zero in on the facts,false,om,im,ii,I125degrees
17:39:06.051,0,zero in on the facts,false,im,om,ok,I125degrees
17:39:07.992,0,zero in on the facts,true,i,,,I
17:39:08.519,0,zero in on the facts,true,in,,,IN
17:39:10.787,0,zero in on the facts,false,om,lm,ok,O136degrees
17:39:13.163,0,zero in on the facts,false,om,lm,ok,O141degrees
17:39:15.213,0,zero in on the facts,true,o,,,O
17:39:15.856,0,zero in on the facts,true,on,,,ON
17:39:18.563,0,zero in on the facts,false,tm,th,rm,T41degrees
17:39:19.802,0,zero in on the facts,false,the,,,T41degreesE
17:39:21.997,0,zero in on the facts,false,gd,fa,fs,F172degrees
17:39:22.594,0,zero in on the facts,false,gary,fact,,F172degreesC319degrees
17:39:23.453,0,zero in on the facts,false,facts,hints,,F172degreesC319degreesS
17:39:28.824,1,companies announce a merger,false,cg,ch,vg,C327degrees
17:39:29.498,1,companies announce a merger,false,cum,com,cpm,C327degreesM
17:39:30.576,1,companies announce a merger,false,plain,colon,,C327degreesMP168degrees
17:39:31.175,1,companies announce a merger,false,collino,collins,compile,C327degreesMP168degreesN301degrees
17:39:31.737,1,companies announce a merger,false,companies,compounds,cubicties,C327degreesMP168degreesN301degreesE134degrees
17:39:34.755,1,companies announce a merger,false,ad,av,ac,A12degrees
17:39:35.293,1,companies announce a merger,false,samo,sexo,asni,A12degreesN309degrees
17:39:38.137,1,companies announce a merger,false,annie,annei,smili,A12degreesN309degreesU
17:39:38.683,1,companies announce a merger,false,angola,ampton,anthon,A12degreesN309degreesUN
17:39:39.123,1,companies announce a merger,false,announce,,,A12degreesN309degreesUNC239degrees
17:39:41.261,1,companies announce a merger,true,a,,,A
17:39:43.108,1,companies announce a merger,false,mf,mm,mw,M212degrees
