Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
17:22:22.436,0,frequently asked questions,Start,,
17:22:25.717,0,frequently asked questions,DeletePartial,he,
17:22:32.354,0,frequently asked questions,DeletePartial,residential,
17:22:35.631,0,frequently asked questions,DeletePartial,rep,
17:22:41.626,0,frequently asked questions,Insert_top1,,frequently 
17:22:44.719,0,frequently asked questions,DeletePartial,frequently sams,frequently 
17:22:47.646,0,frequently asked questions,Insert_top1,frequently ,frequently asked 
17:22:52.082,0,frequently asked questions,Insert_top1,frequently asked ,frequently asked questions 
17:22:52.724,0,frequently asked questions,End,frequently asked questions,frequently asked questions
17:22:53.225,1,he called seven times,Start,,
17:22:55.192,1,he called seven times,Insert_top1,,he 
17:22:58.369,1,he called seven times,Insert_top1,he ,he called 
17:23:01.155,1,he called seven times,Insert_top1,he called ,he called seven 
17:23:06.540,1,he called seven times,DeletePartial,he called seven tobago,he called seven 
17:23:12.418,1,he called seven times,Insert_top1,he called seven ,he called seven times 
17:23:12.419,1,he called seven times,End,he called seven times,he called seven times
17:23:12.919,2,tickets are very expensive,Start,,
17:23:17.346,2,tickets are very expensive,Insert_top1,,tickets 
17:23:20.806,2,tickets are very expensive,Insert_top1,tickets ,tickets are 
17:23:25.142,2,tickets are very expensive,DeletePartial,tickets are berry,tickets are 
17:23:27.443,2,tickets are very expensive,Insert_top1,tickets are ,tickets are very 
17:23:34.264,2,tickets are very expensive,Insert_top1,tickets are very ,tickets are very expensive 
17:23:34.265,2,tickets are very expensive,End,tickets are very expensive,tickets are very expensive
17:23:34.766,3,stability of the nation,Start,,
17:24:43.328,3,stability of the nation,DeletePartial,sensitivity,
17:24:47.330,3,stability of the nation,Insert_top1,,stability 
17:24:48.731,3,stability of the nation,Insert_top1,stability ,stability of 
17:24:50.440,3,stability of the nation,Insert_top1,stability of ,stability of the 
17:24:54.062,3,stability of the nation,Insert_top3,stability of the ,stability of the nation 
17:24:54.676,3,stability of the nation,End,stability of the nation,stability of the nation
17:24:55.177,4,sent this by registered mail,Start,,
17:24:58.078,4,sent this by registered mail,Insert_top1,,deny 
17:24:58.845,4,sent this by registered mail,DeleteFull,deny ,deny
17:24:59.220,4,sent this by registered mail,DeleteFull,deny,
17:25:01.573,4,sent this by registered mail,Insert_top3,,sent 
17:25:03.656,4,sent this by registered mail,Insert,sent ,sent  
17:25:07.917,4,sent this by registered mail,DeletePartial,sent  thorn,sent  
17:25:10.952,4,sent this by registered mail,Insert_top1,sent  ,sent  this 
17:25:13.578,4,sent this by registered mail,DeletePartial,sent  this ny,sent  this 
17:25:14.470,4,sent this by registered mail,Insert_top1,sent  this ,sent  this by 
17:25:18.331,4,sent this by registered mail,Insert_top1,sent  this by ,sent  this by registered 
17:25:21.533,4,sent this by registered mail,Insert_top1,sent  this by registered ,sent  this by registered mail 
17:25:21.534,4,sent this by registered mail,End,sent this by registered mail,sent this by registered mail
17:25:22.034,5,please follow the guidelines,Start,,
17:25:25.193,5,please follow the guidelines,Insert_top1,,please 
17:25:27.720,5,please follow the guidelines,DeletePartial,please fu,please 
17:25:30.196,5,please follow the guidelines,Insert_top1,please ,please follow 
17:25:32.272,5,please follow the guidelines,Insert_top1,please follow ,please follow the 
