Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
16:38:55.634,0,the living is easy,Start,,
16:38:59.131,0,the living is easy,Insert_top1,,the 
16:39:01.616,0,the living is easy,Insert_top1,the ,the killing 
16:39:02.833,0,the living is easy,DeleteFull,the killing ,the killing
16:39:03.250,0,the living is easy,DeleteFull,the killing,the 
16:39:03.392,0,the living is easy,DeleteFull,the ,the
16:39:04.125,0,the living is easy,Insert,the,the 
16:39:07.085,0,the living is easy,Insert_top1,the ,the living 
16:39:08.020,0,the living is easy,Insert_top1,the living ,the living is 
16:39:10.729,0,the living is easy,Insert_top1,the living is ,the living is easy 
16:39:10.730,0,the living is easy,End,the living is easy,the living is easy
16:39:11.230,1,life if but a dream,Start,,
16:39:14.448,1,life if but a dream,Insert_top1,,lyric 
16:39:16.015,1,life if but a dream,DeleteFull,lyric ,lyric
16:39:16.149,1,life if but a dream,DeleteFull,lyric,
16:39:18.383,1,life if but a dream,DeletePartial,li,
16:39:18.533,1,life if but a dream,DeleteFull,,
16:39:21.960,1,life if but a dream,Insert_top1,,ilgium 
16:39:23.086,1,life if but a dream,Insert_top1,ilgium ,ilgium ni 
16:39:23.820,1,life if but a dream,DeleteFull,ilgium ni ,ilgium ni
16:39:23.962,1,life if but a dream,DeleteFull,ilgium ni,ilgium 
16:39:24.103,1,life if but a dream,DeleteFull,ilgium ,ilgium
16:39:24.237,1,life if but a dream,DeleteFull,ilgium,
16:39:24.437,1,life if but a dream,DeleteFull,,
16:39:27.639,1,life if but a dream,Insert_top1,,life 
16:39:28.789,1,life if but a dream,Insert_top1,life ,life if 
16:39:30.031,1,life if but a dream,Insert_top1,life if ,life if but 
16:39:30.815,1,life if but a dream,Insert_top1,life if but ,life if but a 
16:39:33.692,1,life if but a dream,DeletePartial,life if but a frank,life if but a 
16:39:37.019,1,life if but a dream,DeletePartial,life if but a frank,life if but a 
16:39:39.845,1,life if but a dream,Insert_top1,life if but a ,life if but a dream 
16:39:39.846,1,life if but a dream,End,life if but a dream,life if but a dream
16:39:40.347,2,question that must be answered,Start,,
16:39:44.490,2,question that must be answered,DeletePartial,quality,
16:39:48.617,2,question that must be answered,Insert_top1,,questions 
16:39:50.093,2,question that must be answered,Insert_top1,questions ,questions that 
16:39:52.135,2,question that must be answered,Insert_top1,questions that ,questions that nude 
16:39:52.961,2,question that must be answered,DeleteFull,questions that nude ,questions that nude
16:39:53.286,2,question that must be answered,DeleteFull,questions that nude,questions that 
16:39:55.496,2,question that must be answered,DeletePartial,questions that muze,questions that 
16:39:57.830,2,question that must be answered,Insert_top1,questions that ,questions that must 
16:39:58.939,2,question that must be answered,Insert_top1,questions that must ,questions that must be 
16:40:03.551,2,question that must be answered,Insert_top1,questions that must be ,questions that must be answered 
16:40:03.551,2,question that must be answered,End,questions that must be answered,questions that must be answered
16:40:04.052,3,tickets are very expensive,Start,,
16:40:09.395,3,tickets are very expensive,Insert_top1,,tickets 
16:40:10.254,3,tickets are very expensive,Insert_top1,tickets ,tickets are 
16:40:12.013,3,tickets are very expensive,Insert_top1,tickets are ,tickets are very 
16:40:16.641,3,tickets are very expensive,DeletePartial,tickets are very systematic,tickets are very 
16:40:20.451,3,tickets are very expensive,DeletePartial,tickets are very cognitive,tickets are very 
16:40:25.596,3,tickets are very expensive,Insert_top1,tickets are very ,tickets are very expensive 
16:40:25.597,3,tickets are very expensive,End,tickets are very expensive,tickets are very expensive
16:40:26.097,4,just what the doctor ordered,Start,,
16:40:30.207,4,just what the doctor ordered,Insert_top1,,just 
16:40:32.708,4,just what the doctor ordered,DeletePartial,just ebay,just 
16:40:34.668,4,just what the doctor ordered,Insert_top1,just ,just what 
16:40:35.760,4,just what the doctor ordered,Insert_top1,just what ,just what the 
16:40:38.853,4,just what the doctor ordered,Insert_top1,just what the ,just what the doctor 
16:40:41.763,4,just what the doctor ordered,Insert_top1,just what the doctor ,just what the doctor ordered 
16:40:41.764,4,just what the doctor ordered,End,just what the doctor ordered,just what the doctor ordered
16:40:42.264,5,he called seven times,Start,,
16:40:44.123,5,he called seven times,Insert_top1,,he 
16:40:46.658,5,he called seven times,Insert_top1,he ,he called 
16:40:49.376,5,he called seven times,Insert_top1,he called ,he called seven 
16:40:52.186,5,he called seven times,Insert_top1,he called seven ,he called seven times 
16:40:52.187,5,he called seven times,End,he called seven times,he called seven times
16:40:52.688,6,sad to hear that news,Start,,
16:40:54.437,6,sad to hear that news,Insert_top1,,sad 
16:40:55.087,6,sad to hear that news,Insert_top1,sad ,sad to 
16:40:57.205,6,sad to hear that news,Insert_top1,sad to ,sad to hear 
16:40:59.115,6,sad to hear that news,Insert_top1,sad to hear ,sad to hear rhat 
16:41:01.534,6,sad to hear that news,DeletePartial,sad to hear rhat news,sad to hear rhat 
16:41:01.683,6,sad to hear that news,DeleteFull,sad to hear rhat ,sad to hear rhat
16:41:02.050,6,sad to hear that news,DeleteFull,sad to hear rhat,sad to hear 
16:41:04.351,6,sad to hear that news,Insert_top1,sad to hear ,sad to hear that 
16:41:06.377,6,sad to hear that news,Insert_top1,sad to hear that ,sad to hear that news 
16:41:06.378,6,sad to hear that news,End,sad to hear that news,sad to hear that news
16:41:06.878,7,please follow the guidelines,Start,,
16:41:09.472,7,please follow the guidelines,Insert_top1,,please 
16:41:11.296,7,please follow the guidelines,Insert_top1,please ,please guilty 
16:41:12.297,7,please follow the guidelines,DeletePartial,please guilty th,please guilty 
16:41:12.441,7,please follow the guidelines,DeleteFull,please guilty ,please guilty
16:41:12.714,7,please follow the guidelines,DeleteFull,please guilty,please 
16:41:15.457,7,please follow the guidelines,DeletePartial,please follo,please 
16:41:18.592,7,please follow the guidelines,Insert_top1,please ,please follow 
16:41:19.501,7,please follow the guidelines,Insert_top1,please follow ,please follow the 
16:41:23.895,7,please follow the guidelines,DeletePartial,please follow the guideline,please follow the 
16:41:28.990,7,please follow the guidelines,Insert_top1,please follow the ,please follow the guidelines 
16:41:28.990,7,please follow the guidelines,End,please follow the guidelines,please follow the guidelines
16:41:29.491,8,the stock exchange dipped,Start,,
16:41:30.957,8,the stock exchange dipped,Insert_top1,,the 
16:41:33.742,8,the stock exchange dipped,Insert_top1,the ,the stock 
