Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
15:22:53.562,0,want to join us for lunch,Start,,
15:22:57.258,0,want to join us for lunch,Insert_top1,,want 
15:22:58.359,0,want to join us for lunch,Insert_top1,want ,want to 
15:23:01.581,0,want to join us for lunch,Insert_top3,want to ,want to join 
15:23:04.446,0,want to join us for lunch,DeletePartial,want to join ur,want to join 
15:23:06.514,0,want to join us for lunch,Insert_top1,want to join ,want to join us 
15:23:08.665,0,want to join us for lunch,Insert_top1,want to join us ,want to join us for 
15:23:12.417,0,want to join us for lunch,Insert_top1,want to join us for ,want to join us for lunch 
15:23:12.418,0,want to join us for lunch,End,want to join us for lunch,want to join us for lunch
15:23:12.919,1,frequently asked questions,Start,,
15:23:24.841,1,frequently asked questions,Insert_top1,,frequently 
15:23:28.543,1,frequently asked questions,Insert_top1,frequently ,frequently asked 
15:23:35.972,1,frequently asked questions,DeletePartial,frequently asked describes,frequently asked 
15:23:42.526,1,frequently asked questions,Insert_top1,frequently asked ,frequently asked questions 
15:23:42.527,1,frequently asked questions,End,frequently asked questions,frequently asked questions
15:23:43.027,2,tickets are very expensive,Start,,
15:23:48.588,2,tickets are very expensive,Insert_top1,,tickets 
15:23:50.897,2,tickets are very expensive,Insert_top1,tickets ,tickets are 
15:23:53.557,2,tickets are very expensive,Insert_top1,tickets are ,tickets are very 
15:24:00.277,2,tickets are very expensive,Insert_top1,tickets are very ,tickets are very expensive 
15:24:00.278,2,tickets are very expensive,End,tickets are very expensive,tickets are very expensive
15:24:00.779,3,please follow the guidelines,Start,,
15:24:05.506,3,please follow the guidelines,Insert_top1,,please 
15:24:09.616,3,please follow the guidelines,Insert_top1,please ,please follow 
15:24:11.784,3,please follow the guidelines,Insert_top1,please follow ,please follow the 
15:24:20.030,3,please follow the guidelines,Insert_top1,please follow the ,please follow the guidelines 
15:24:20.031,3,please follow the guidelines,End,please follow the guidelines,please follow the guidelines
15:24:20.532,4,a quarter of a century,Start,,
15:24:21.949,4,a quarter of a century,Insert_top1,,a 
15:24:31.037,4,a quarter of a century,Insert_top1,a ,a quarter 
15:24:32.262,4,a quarter of a century,Insert_top1,a quarter ,a quarter of 
15:24:32.888,4,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
15:24:38.933,4,a quarter of a century,Insert_top1,a quarter of a ,a quarter of a century 
15:24:38.934,4,a quarter of a century,End,a quarter of a century,a quarter of a century
15:24:39.435,5,the power of denial,Start,,
15:24:41.793,5,the power of denial,Insert_top1,,the 
15:24:45.637,5,the power of denial,DeletePartial,the lower,the 
15:24:50.957,5,the power of denial,DeletePartial,the peter,the 
15:24:54.325,5,the power of denial,DeletePartial,the fatty,the 
15:24:56.710,5,the power of denial,Insert_top1,the ,the power 
15:24:57.919,5,the power of denial,Insert_top1,the power ,the power of 
15:25:01.504,5,the power of denial,Insert_top1,the power of ,the power of denial 
15:25:01.505,5,the power of denial,End,the power of denial,the power of denial
15:25:02.006,6,the living is easy,Start,,
15:25:03.864,6,the living is easy,Insert_top1,,the 
15:25:06.824,6,the living is easy,Insert_top1,the ,the living 
15:25:07.958,6,the living is easy,Insert_top1,the living ,the living is 
15:25:10.201,6,the living is easy,Insert_top1,the living is ,the living is easy 
15:25:10.201,6,the living is easy,End,the living is easy,the living is easy
15:25:10.702,7,just what the doctor ordered,Start,,
15:25:13.119,7,just what the doctor ordered,Insert_top1,,just 
15:25:15.796,7,just what the doctor ordered,Insert_top1,just ,just what 
15:25:16.896,7,just what the doctor ordered,Insert_top1,just what ,just what the 
15:25:20.832,7,just what the doctor ordered,Insert_top1,just what the ,just what the doctor 
15:25:25.960,7,just what the doctor ordered,Insert_top1,just what the doctor ,just what the doctor ordered 
15:25:25.960,7,just what the doctor ordered,End,just what the doctor ordered,just what the doctor ordered
15:25:26.462,8,life if but a dream,Start,,
15:25:29.353,8,life if but a dream,Insert_top1,,life 
15:25:30.521,8,life if but a dream,Insert_top1,life ,life if 
