Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
11:38:56.896,0,the living is easy,Start,,
11:39:00.109,0,the living is easy,Insert_top1,,th 
11:39:01.335,0,the living is easy,Insert_top1,th ,th living 
11:39:02.569,0,the living is easy,Insert_top1,th living ,th living i 
11:39:04.637,0,the living is easy,DeletePartial,th living i eds,th living i 
11:39:04.920,0,the living is easy,DeleteFull,th living i ,th living i
11:39:05.378,0,the living is easy,DeleteFull,th living i,th living 
11:39:07.880,0,the living is easy,DeletePartial,th living res,th living 
11:39:10.390,0,the living is easy,DeletePartial,th living essay,th living 
11:39:14.359,0,the living is easy,DeletePartial,th living essay,th living 
11:39:15.609,0,the living is easy,Insert_top1,th living ,th living eas 
11:39:17.435,0,the living is easy,DeletePartial,th living eas y,th living eas 
11:39:17.835,0,the living is easy,DeleteFull,th living eas ,th living eas
11:39:18.819,0,the living is easy,Insert_top1,th living eas,th living easy 
11:39:20.429,0,the living is easy,DeleteFull,th living easy ,th living easy
11:39:20.587,0,the living is easy,DeleteFull,th living easy,th living eas
11:39:20.747,0,the living is easy,DeleteFull,th living eas,th living 
11:39:20.937,0,the living is easy,DeleteFull,th living ,th living
11:39:21.137,0,the living is easy,DeleteFull,th living,th 
11:39:21.363,0,the living is easy,DeleteFull,th ,th
11:39:21.754,0,the living is easy,DeleteFull,th,
11:39:21.996,0,the living is easy,DeleteFull,,
11:39:23.698,0,the living is easy,Insert_top1,,the 
11:39:25.066,0,the living is easy,Insert_top1,the ,the lucia 
11:39:26.165,0,the living is easy,DeleteFull,the lucia ,the lucia
11:39:26.565,0,the living is easy,DeleteFull,the lucia,the 
11:39:29.308,0,the living is easy,DeletePartial,the lucia,the 
11:39:31.535,0,the living is easy,DeletePartial,the li,the 
11:39:33.819,0,the living is easy,Insert_top1,the ,the living 
11:39:34.536,0,the living is easy,Insert_top1,the living ,the living is 
11:39:36.796,0,the living is easy,Insert_top1,the living is ,the living is easy 
11:39:36.796,0,the living is easy,End,the living is easy,the living is easy
11:39:37.297,1,do not drink the water,Start,,
11:39:39.039,1,do not drink the water,Insert_top1,,do 
11:39:39.564,1,do not drink the water,Insert_top1,do ,do not 
11:39:40.865,1,do not drink the water,Insert_top1,do not ,do not dell 
11:39:41.632,1,do not drink the water,DeleteFull,do not dell ,do not dell
11:39:41.973,1,do not drink the water,DeleteFull,do not dell,do not 
11:39:45.351,1,do not drink the water,DeletePartial,do not dell,do not 
11:39:47.543,1,do not drink the water,Insert_top1,do not ,do not drink 
11:39:48.118,1,do not drink the water,Insert_top1,do not drink ,do not drink the 
11:39:49.869,1,do not drink the water,Insert_top1,do not drink the ,do not drink the water 
11:39:49.870,1,do not drink the water,End,do not drink the water,do not drink the water
11:39:50.371,2,the second largest country,Start,,
11:39:51.696,2,the second largest country,Insert_top1,,th 
11:39:53.330,2,the second largest country,Insert_top1,th ,th second 
11:39:55.916,2,the second largest country,DeletePartial,th second ,th second 
11:39:58.616,2,the second largest country,Insert_top1,th second ,th second largest 
11:40:02.118,2,the second largest country,Insert_top1,th second largest ,th second largest country 
11:40:02.118,2,the second largest country,End,th second largest country,th second largest country
11:40:02.619,3,a quarter of a century,Start,,
11:40:03.877,3,a quarter of a century,Insert_top1,,a 
11:40:06.795,3,a quarter of a century,Insert_top1,a ,a quarter 
11:40:07.496,3,a quarter of a century,Insert_top1,a quarter ,a quarter of 
11:40:08.163,3,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
