Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
11:09:54.846,0,the capital of our nation,Start,,
11:09:58.087,0,the capital of our nation,Insert_top1,,the 
11:10:00.222,0,the capital of our nation,Insert_top3,the ,the cs 
11:10:01.545,0,the capital of our nation,DeleteFull,the cs ,the cs
11:10:01.920,0,the capital of our nation,DeleteFull,the cs,the 
11:10:06.881,0,the capital of our nation,DeletePartial,the versus,the 
11:10:11.059,0,the capital of our nation,DeletePartial,the vatican,the 
11:10:13.252,0,the capital of our nation,DeletePartial,the calvin,the 
11:10:16.887,0,the capital of our nation,Insert_top1,the ,the capital 
11:10:17.821,0,the capital of our nation,Insert_top1,the capital ,the capital of 
11:10:19.800,0,the capital of our nation,Insert_top3,the capital of ,the capital of our 
11:10:22.977,0,the capital of our nation,Insert_top3,the capital of our ,the capital of our narrow 
11:10:24.758,0,the capital of our nation,DeleteFull,the capital of our narrow ,the capital of our narrow
11:10:25.134,0,the capital of our nation,DeleteFull,the capital of our narrow,the capital of our 
11:10:28.311,0,the capital of our nation,End,the capital of our nation,the capital of our nation
11:10:28.812,1,the library is closed today,Start,,
11:12:03.121,1,the library is closed today,Start,,
11:12:06.186,1,the library is closed today,Insert_top1,,the 
11:12:08.987,1,the library is closed today,Insert_top1,the ,the library 
11:12:09.863,1,the library is closed today,Insert_top1,the library ,the library is 
11:12:13.490,1,the library is closed today,DeletePartial,the library is copied,the library is 
11:12:17.951,1,the library is closed today,DeletePartial,the library is viewed,the library is 
11:12:20.786,1,the library is closed today,Insert_top1,the library is ,the library is closed 
11:12:23.763,1,the library is closed today,DeletePartial,the library is closed ricky,the library is closed 
11:12:27.373,1,the library is closed today,DeletePartial,the library is closed tm,the library is closed 
11:12:30.734,1,the library is closed today,End,the library is closed today,the library is closed today
11:12:31.235,2,zero in on the facts,Start,,
11:30:42.212,2,zero in on the facts,Start,,
11:30:45.459,2,zero in on the facts,Insert_top1,,zero 
11:30:47.235,2,zero in on the facts,DeletePartial,zero im,zero 
11:30:48.937,2,zero in on the facts,DeletePartial,zero im,zero 
11:30:50.396,2,zero in on the facts,DeletePartial,zero im,zero 
11:30:51.021,2,zero in on the facts,Insert_top1,zero ,zero in 
11:30:52.847,2,zero in on the facts,DeletePartial,zero in lm,zero in 
11:30:57.166,2,zero in on the facts,DeletePartial,zero in lm,zero in 
11:30:59.459,2,zero in on the facts,DeletePartial,zero in om,zero in 
11:31:01.452,2,zero in on the facts,DeletePartial,zero in pj,zero in 
11:31:04.004,2,zero in on the facts,DeletePartial,zero in om,zero in 
11:31:04.771,2,zero in on the facts,Insert_top1,zero in ,zero in on 
11:31:06.722,2,zero in on the facts,DeletePartial,zero in on then,zero in on 
11:31:07.881,2,zero in on the facts,Insert_top1,zero in on ,zero in on the 
11:31:11.817,2,zero in on the facts,End,zero in on the facts,zero in on the facts
11:31:12.318,3,a quarter of a century,Start,,
11:31:13.284,3,a quarter of a century,Insert_top1,,a 
11:31:16.995,3,a quarter of a century,Insert_top1,a ,a quarter 
11:31:17.745,3,a quarter of a century,Insert_top1,a quarter ,a quarter of 
11:31:18.454,3,a quarter of a century,Insert_top1,a quarter of ,a quarter of a 
11:31:20.847,3,a quarter of a century,DeletePartial,a quarter of a creek,a quarter of a 
11:31:23.074,3,a quarter of a century,End,a quarter of a century,a quarter of a century
11:31:23.575,4,want to join us for lunch,Start,,
11:31:25.750,4,want to join us for lunch,Insert_top1,,want 
11:31:26.501,4,want to join us for lunch,Insert_top1,want ,want to 
11:31:28.176,4,want to join us for lunch,Insert_top1,want to ,want to join 
11:31:29.169,4,want to join us for lunch,Insert_top1,want to join ,want to join us 
11:31:30.828,4,want to join us for lunch,Insert_top1,want to join us ,want to join us for 
11:31:32.800,4,want to join us for lunch,End,want to join us for lunch,want to join us for lunch
11:31:33.301,5,do not drink the water,Start,,
11:31:35.294,5,do not drink the water,DeletePartial,fy,
11:31:35.727,5,do not drink the water,Insert_top1,,do 
11:31:36.885,5,do not drink the water,Insert_top1,do ,do nut 
11:31:37.535,5,do not drink the water,DeleteFull,do nut ,do nut
11:31:37.677,5,do not drink the water,DeleteFull,do nut,do 
11:31:38.611,5,do not drink the water,Insert_top1,do ,do nj 
11:31:39.211,5,do not drink the water,DeleteFull,do nj ,do nj
11:31:39.370,5,do not drink the water,DeleteFull,do nj,do 
11:31:39.495,5,do not drink the water,DeleteFull,do ,do
11:31:40.262,5,do not drink the water,Insert,do,do 
11:31:41.004,5,do not drink the water,Insert_top1,do ,do not 
11:31:43.022,5,do not drink the water,Insert_top1,do not ,do not drunk 
11:31:43.881,5,do not drink the water,DeleteFull,do not drunk ,do not drunk
11:31:44.031,5,do not drink the water,DeleteFull,do not drunk,do not 
11:31:44.264,5,do not drink the water,DeleteFull,do not ,do not
11:31:44.814,5,do not drink the water,Insert,do not,do not 
11:31:47.566,5,do not drink the water,DeletePartial,do not april,do not 
11:31:49.050,5,do not drink the water,Insert_top1,do not ,do not drink 
11:31:50.684,5,do not drink the water,Insert_top1,do not drink ,do not drink the 
11:31:53.353,5,do not drink the water,End,do not drink the water,do not drink the water
11:31:53.854,6,communicate through email,Start,,
11:31:59.256,6,communicate through email,Insert_top1,,communicate 
11:32:02.366,6,communicate through email,Insert_top1,communicate ,communicate through 
11:32:06.226,6,communicate through email,DeletePartial,communicate through wealth,communicate through 
11:32:09.028,6,communicate through email,Insert_top1,communicate through ,communicate through email 
11:32:09.387,6,communicate through email,End,communicate through email,communicate through email
11:32:09.888,7,please follow the guidelines,Start,,
11:32:13.275,7,please follow the guidelines,Insert_top3,,please 
11:32:16.032,7,please follow the guidelines,Insert_top1,please ,please follow 
11:32:16.907,7,please follow the guidelines,Insert_top1,please follow ,please follow the 
11:32:20.927,7,please follow the guidelines,End,please follow the guidelines,please follow the guidelines
11:32:21.427,8,with each step forward,Start,,
11:32:22.902,8,with each step forward,Insert_top1,,wet 
11:32:23.569,8,with each step forward,DeleteFull,wet ,wet
11:32:23.644,8,with each step forward,DeleteFull,wet,
11:32:25.754,8,with each step forward,Insert_top1,,with 
11:32:27.313,8,with each step forward,Insert_top1,with ,with each 
11:32:29.189,8,with each step forward,Insert_top1,with each ,with each step 
11:32:32.359,8,with each step forward,DeletePartial,with each step watershed,with each step 
11:32:36.168,8,with each step forward,End,with each step forward,with each step forward
11:32:36.669,9,sent this by registered mail,Start,,
11:32:41.338,9,sent this by registered mail,DeletePartial,drug,
11:32:44.206,9,sent this by registered mail,DeletePartial,deny,
11:32:46.374,9,sent this by registered mail,Insert_top1,,sent 
11:32:47.850,9,sent this by registered mail,Insert_top1,sent ,sent tmp 
11:32:49.317,9,sent this by registered mail,DeletePartial,sent tmp pp,sent tmp 
11:32:49.509,9,sent this by registered mail,DeleteFull,sent tmp ,sent tmp
11:32:49.717,9,sent this by registered mail,DeleteFull,sent tmp,sent 
11:32:49.926,9,sent this by registered mail,DeleteFull,sent ,sent
11:32:52.202,9,sent this by registered mail,DeletePartial,sentnato,sent
11:32:53.102,9,sent this by registered mail,Insert,sent,sent 
11:32:54.169,9,sent this by registered mail,Insert_top1,sent ,sent this 
11:32:56.113,9,sent this by registered mail,DeletePartial,sent this ni,sent this 
11:32:57.188,9,sent this by registered mail,Insert_top1,sent this ,sent this by 
11:33:00.832,9,sent this by registered mail,Insert_top1,sent this by ,sent this by registered 
