Time,Trial Num,Target,Action,Current Sentence,Updated Sentence
14:29:53.838,0,sad to hear that news,Start,,
14:29:55.935,0,sad to hear that news,Insert_top1,,sad 
14:29:56.642,0,sad to hear that news,Insert_top1,sad ,sad to 
14:29:57.535,0,sad to hear that news,Insert_top1,sad to ,sad to hear 
14:29:58.335,0,sad to hear that news,Insert_top1,sad to hear ,sad to hear ta 
14:29:59.044,0,sad to hear that news,DeleteFull,sad to hear ta ,sad to hear ta
14:29:59.177,0,sad to hear that news,DeleteFull,sad to hear ta,sad to hear 
14:30:01.354,0,sad to hear that news,Insert_top1,sad to hear ,sad to hear that 
14:30:02.754,0,sad to hear that news,Insert_top1,sad to hear that ,sad to hear that news 
14:30:02.755,0,sad to hear that news,End,sad to hear that news,sad to hear that news
14:30:03.256,1,love means many things,Start,,
14:30:07.241,1,love means many things,DeletePartial,lopez,
14:30:11.518,1,love means many things,Insert_top1,,love 
14:30:13.469,1,love means many things,Insert_top1,love ,love means 
14:30:14.778,1,love means many things,Insert_top1,love means ,love means mny 
14:30:15.645,1,love means many things,DeleteFull,love means mny ,love means mny
14:30:15.795,1,love means many things,DeleteFull,love means mny,love means 
14:30:17.121,1,love means many things,Insert_top1,love means ,love means many 
14:30:23.608,1,love means many things,Insert_top1,love means many ,love means many things 
14:30:23.609,1,love means many things,End,love means many things,love means many things
14:30:24.110,2,the stock exchange dipped,Start,,
14:30:26.185,2,the stock exchange dipped,Insert_top1,,the 
14:30:28.210,2,the stock exchange dipped,Insert_top1,the ,the sto 
14:30:28.961,2,the stock exchange dipped,DeleteFull,the sto ,the sto
14:30:31.413,2,the stock exchange dipped,Insert_top1,the sto,the stock 
14:30:38.616,2,the stock exchange dipped,DeletePartial,the stock exchangedipped,the stock 
14:30:49.197,2,the stock exchange dipped,DeletePartial,the stock evanescence,the stock 
14:30:52.299,2,the stock exchange dipped,Insert_top1,the stock ,the stock exchage 
14:30:57.427,2,the stock exchange dipped,Insert_top1,the stock exchage ,the stock exchage dipped 
14:30:57.428,2,the stock exchange dipped,End,the stock exchage dipped,the stock exchage dipped
14:30:57.929,3,are you talking to me,Start,,
14:31:00.412,3,are you talking to me,Insert_top1,,are 
14:31:03.247,3,are you talking to me,DeletePartial,are yiy,are 
14:31:05.157,3,are you talking to me,Insert_top1,are ,are you 
14:31:07.007,3,are you talking to me,Insert_top1,are you ,are you takkin 
14:31:07.658,3,are you talking to me,DeleteFull,are you takkin ,are you takkin
14:31:08.767,3,are you talking to me,Insert_top1,are you takkin,are you takking 
14:31:09.283,3,are you talking to me,DeleteFull,are you takking ,are you takking
14:31:09.442,3,are you talking to me,DeleteFull,are you takking,are you takkin
14:31:09.609,3,are you talking to me,DeleteFull,are you takkin,are you 
14:31:12.385,3,are you talking to me,Insert_top1,are you ,are you talking 
14:31:13.002,3,are you talking to me,Insert_top1,are you talking ,are you talking to 
